,Exajoules,variable,Energy_cons,GDP,eng_int,pct_chng_int,co2,carbon_int,carbon_int_cng
40,China,2007,90.17745785644681,5691976639219.75,1.5842907231047285,-0.04858090791495895,7217.139095225524,8.003262973674046,-0.0029033566679069756
41,China,2008,93.66840582138188,6241291028834.91,1.5007857411011867,-0.05270811776256412,7356.559883936194,7.853832697830431,-0.018671169038822155
42,China,2009,97.77203630536101,6827892848566.12,1.4319503611702615,-0.045866227300652485,7685.020093702419,7.860141185666434,0.0008032368499197862
43,China,2010,104.59504737576171,7554098728364.74,1.3846131899629506,-0.0330578297201759,8121.687733497693,7.7648874753316175,-0.012118574982917463
44,China,2011,112.80086914871185,8275578020536.57,1.3630572857725058,-0.01556817770241059,8793.491057828665,7.7955880341983015,0.0039537673873855095
45,China,2012,117.43328389108794,8926347665673.95,1.315580439944937,-0.03483114489987238,8978.73868992817,7.645821007828914,-0.019211767696340254
46,China,2013,121.85224603418675,9619581223626.48,1.2667105064294029,-0.037147050861883746,9219.09931067451,7.565801707165913,-0.010465756467626708
47,China,2014,125.40951464057461,10333908590021.3,1.2135729046575214,-0.04194928636193718,9256.680105228761,7.381162531215063,-0.024404442925852754
48,China,2015,127.01887622019505,11061553079876.4,1.1482915220220988,-0.053792716024625986,9226.202369287897,7.263646667203784,-0.015921050852667484
49,China,2016,129.15485518938172,11819132546490.1,1.0927608661748747,-0.048359371102415505,9234.416055036218,7.149879144299804,-0.015662590447530156
50,China,2017,133.60371368139803,12640231416521.9,1.0569720543784205,-0.03275081758896636,9444.87066404231,7.069317464157692,-0.011267558306400138
51,China,2018,138.88284930521064,13493418449047.0,1.0292636356728382,-0.02621490188960285,9675.985422457408,6.967012464723664,-0.014471694042985983
52,China,2019,143.9225659637092,14296344415554.0,1.0067088605330863,-0.021913506275782924,9868.525807752367,6.856830088924878,-0.01581486704045343
53,China,2020,147.58047324695315,14616539906901.3,1.0096813212083935,0.0029526517465370272,9974.271347132231,6.758530534349099,-0.014336005603311053
