,Year,Original Name,value,Global GDP,percentage
769,1985,Rest of the World,6566881751913.297,26710420980087.812,0.24585467060997657
770,1986,Rest of the World,6751919278746.969,27622286354207.55,0.24443737901220064
771,1987,Rest of the World,7155866013004.748,28828124472187.57,0.24822516705547365
772,1988,Rest of the World,7452340350739.41,30179081108119.156,0.2469372849372305
773,1989,Rest of the World,7703270533467.584,32500407108040.68,0.237020739705189
774,1990,Rest of the World,8363354903739.825,34035570922146.652,0.24572394930204805
775,1991,Rest of the World,8492376271288.439,34590690017078.93,0.24551046154602246
776,1992,Rest of the World,8687570342254.528,35359079190278.03,0.24569560467070006
777,1993,Rest of the World,8757855653105.165,35979407329089.234,0.24341300491696724
778,1994,Rest of the World,9003180092834.746,37152453490009.11,0.2423307008581774
779,1995,Rest of the World,9548766052924.725,38569136843817.61,0.24757531109891384
780,1996,Rest of the World,9862955535209.152,39944510926184.84,0.2469164174630984
781,1997,Rest of the World,10233646435517.363,42495979157685.61,0.24081446382360994
782,1998,Rest of the World,10568626147383.225,43711875686072.875,0.24177928724185394
783,1999,Rest of the World,10949078372636.986,45310401018022.46,0.2416460266657523
784,2000,Rest of the World,11466138647854.748,47376894269236.83,0.24201963477584978
785,2001,Rest of the World,11754231078155.514,48346601240146.15,0.24312424817145184
786,2002,Rest of the World,12001765587610.68,49458013392898.16,0.2426657434108353
787,2003,Rest of the World,12327032688860.82,50988456954053.82,0.24176124215660863
788,2004,Rest of the World,12936247666385.953,53239516497223.04,0.24298206515569512
789,2005,Rest of the World,13443506982758.232,55353650416971.33,0.24286577093814354
790,2006,Rest of the World,14097968728942.152,57780047328728.945,0.2439937206824071
791,2007,Rest of the World,14756092255073.055,60285207816475.87,0.24477135916980672
792,2008,Rest of the World,15133548625889.328,61557882717691.64,0.24584257868797638
793,2009,Rest of the World,14863514613898.271,60732455333372.03,0.24473758770841067
794,2010,Rest of the World,15379558036859.348,63436183446950.984,0.24244141436599234
795,2011,Rest of the World,15762476111233.41,65517911008592.41,0.2405827027843764
796,2012,Rest of the World,16029613101798.303,67289476929364.234,0.2382187205679287
797,2013,Rest of the World,16360631067204.326,69176772533305.99,0.23650468890157172
798,2014,Rest of the World,16761911753168.883,71309007536300.45,0.2350602305695545
799,2015,Rest of the World,17271036522133.94,73538145625813.94,0.23485820012398198
800,2016,Rest of the World,17679911256941.445,75582990729964.86,0.23391388837875463
801,2017,Rest of the World,18220191628095.668,78135408518116.25,0.23318738551000456
802,2018,Rest of the World,18744242517334.062,80706893831004.47,0.2322508230410083
803,2019,Rest of the World,19161762361213.773,82780615837913.9,0.23147644128104683
804,2020,Rest of the World,18186576984921.816,80173429111037.55,0.22684045308494924
805,2021,Rest of the World,19075598050608.812,84737960665091.25,0.22511278181452882
806,1960,Russia,0.0,8509615886454.817,0.0
807,1961,Russia,0.0,8842199759037.922,0.0
808,1962,Russia,0.0,9310481229585.465,0.0
809,1963,Russia,0.0,9790702259521.26,0.0
810,1964,Russia,0.0,10432203240096.818,0.0
811,1965,Russia,0.0,11030164412586.125,0.0
812,1966,Russia,0.0,11677006408386.793,0.0
813,1967,Russia,0.0,12162266531514.807,0.0
814,1968,Russia,0.0,12969530807906.799,0.0
815,1969,Russia,0.0,13720926265245.145,0.0
816,1970,Russia,0.0,15721452634723.645,0.0
817,1971,Russia,0.0,16389206325984.797,0.0
818,1972,Russia,0.0,17305260564259.117,0.0
819,1973,Russia,0.0,18409282179237.074,0.0
820,1974,Russia,0.0,18745360470339.18,0.0
821,1975,Russia,0.0,18920644358504.438,0.0
822,1976,Russia,0.0,19921299259238.04,0.0
823,1977,Russia,0.0,20800499416368.227,0.0
824,1978,Russia,0.0,21652292209205.65,0.0
825,1979,Russia,0.0,22547605305337.36,0.0
826,1980,Russia,0.0,23402014710452.242,0.0
827,1981,Russia,0.0,23857380399675.453,0.0
828,1982,Russia,0.0,23948885683595.227,0.0
829,1983,Russia,0.0,24572837619215.027,0.0
830,1984,Russia,0.0,25746906924074.73,0.0
831,1985,Russia,0.0,26710420980087.812,0.0
832,1986,Russia,0.0,27622286354207.55,0.0
833,1987,Russia,0.0,28828124472187.57,0.0
834,1988,Russia,0.0,30179081108119.156,0.0
835,1989,Russia,1197409941525.87,32500407108040.68,0.036842921306965044
836,1990,Russia,1161487695458.05,34035570922146.652,0.03412570037725678
837,1991,Russia,1102868114734.13,34590690017078.93,0.03188338001322309
838,1992,Russia,942609535354.691,35359079190278.03,0.02665820369026638
839,1993,Russia,860899047519.714,35979407329089.234,0.023927549435303785
840,1994,Russia,752686138014.082,37152453490009.11,0.020259392511358405
841,1995,Russia,721498374080.086,38569136843817.61,0.01870662485919069
842,1996,Russia,694405609132.078,39944510926184.84,0.017384256135099502
843,1997,Russia,704126703002.417,42495979157685.61,0.016569254714420955
844,1998,Russia,666808257949.712,43711875686072.875,0.015254624686859756
845,1999,Russia,709483417602.604,45310401018022.46,0.01565829040710549
846,2000,Russia,780432233409.801,47376894269236.83,0.016472844947891783
847,2001,Russia,820234677092.259,48346601240146.15,0.016965715397820994
848,2002,Russia,858785640548.236,49458013392898.16,0.01736393319573875
849,2003,Russia,921476583049.999,50988456954053.82,0.01807225866592414
850,2004,Russia,987822416663.347,53239516497223.04,0.018554308559787007
851,2005,Russia,1051042710015.96,55353650416971.33,0.018987775911770984
852,2006,Russia,1137228929627.05,57780047328728.945,0.01968203527347417
853,2007,Russia,1233893135821.89,60285207816475.87,0.02046759363554302
854,2008,Russia,1298055199647.43,61557882717691.64,0.02108674214154495
855,2009,Russia,1196806973081.95,60732455333372.03,0.019706217483097765
856,2010,Russia,1250663286871.01,63436183446950.984,0.01971529841351328
857,2011,Russia,1304442173222.47,65517911008592.41,0.01990970336418995
858,2012,Russia,1356934050143.93,67289476929364.234,0.020165620421872858
859,2013,Russia,1380753971008.75,69176772533305.99,0.01995979171106847
860,2014,Russia,1390920009905.68,71309007536300.45,0.0195055303384726
861,2015,Russia,1363481063446.77,73538145625813.94,0.018541140136774815
862,2016,Russia,1366121990896.57,75582990729964.86,0.018074463284699995
863,2017,Russia,1391064510462.35,78135408518116.25,0.0178032538236467
864,2018,Russia,1430115105089.32,80706893831004.47,0.01771986304024905
865,2019,Russia,1461550117893.8,82780615837913.9,0.017655704818088626
866,2020,Russia,1422617966849.71,80173429111037.55,0.017744257450675226
867,2021,Russia,1490186403606.44,84737960665091.25,0.01758581858602999
868,1960,Saudi Arabia,0.0,8509615886454.817,0.0
869,1961,Saudi Arabia,0.0,8842199759037.922,0.0
870,1962,Saudi Arabia,0.0,9310481229585.465,0.0
871,1963,Saudi Arabia,0.0,9790702259521.26,0.0
872,1964,Saudi Arabia,0.0,10432203240096.818,0.0
873,1965,Saudi Arabia,0.0,11030164412586.125,0.0
874,1966,Saudi Arabia,0.0,11677006408386.793,0.0
875,1967,Saudi Arabia,0.0,12162266531514.807,0.0
876,1968,Saudi Arabia,74023292756.3925,12969530807906.799,0.005707476535023505
877,1969,Saudi Arabia,78492735192.6448,13720926265245.145,0.0057206586257565915
878,1970,Saudi Arabia,124526629138.233,15721452634723.645,0.007920809357221458
879,1971,Saudi Arabia,150069801214.117,16389206325984.797,0.009156624074967193
880,1972,Saudi Arabia,184481767452.128,17305260564259.117,0.010660444364134087
881,1973,Saudi Arabia,229071985701.321,18409282179237.074,0.012443287221686463
882,1974,Saudi Arabia,266245937047.541,18745360470339.18,0.014203297795677094
883,1975,Saudi Arabia,242473864211.553,18920644358504.438,0.012815306900611239
884,1976,Saudi Arabia,285685068990.25,19921299259238.04,0.0143406845744647
885,1977,Saudi Arabia,305949739108.71,20800499416368.227,0.014708768909075017
886,1978,Saudi Arabia,289980000816.563,21652292209205.65,0.013392577470078463
887,1979,Saudi Arabia,324543968547.827,22547605305337.36,0.014393722266860975
888,1980,Saudi Arabia,342888678786.447,23402014710452.242,0.014652100813922646
889,1981,Saudi Arabia,349551021086.24,23857380399675.453,0.014651693322163532
890,1982,Saudi Arabia,277089484826.607,23948885683595.227,0.011570036639174858
891,1983,Saudi Arabia,232612781464.586,24572837619215.027,0.009466256403480712
892,1984,Saudi Arabia,221769648482.269,25746906924074.73,0.008613448175978861
893,1985,Saudi Arabia,200048415239.522,26710420980087.812,0.00748952685502991
894,1986,Saudi Arabia,234082144519.853,27622286354207.55,0.00847439424521774
895,1987,Saudi Arabia,218556655613.726,28828124472187.57,0.007581369222426603
896,1988,Saudi Arabia,247207931548.362,30179081108119.156,0.008191367081811347
897,1989,Saudi Arabia,245964436392.344,32500407108040.68,0.007568041704052741
898,1990,Saudi Arabia,283334860741.87,34035570922146.652,0.008324668958542619
899,1991,Saudi Arabia,325857417351.664,34590690017078.93,0.00942037921737826
900,1992,Saudi Arabia,338851112760.761,35359079190278.03,0.009583143015045708
901,1993,Saudi Arabia,334230059752.592,35979407329089.234,0.009289482083335155
902,1994,Saudi Arabia,336097470562.068,37152453490009.11,0.009046440786271356
903,1995,Saudi Arabia,336810304216.318,38569136843817.61,0.008732637849278356
904,1996,Saudi Arabia,345693420744.904,39944510926184.84,0.008654341052860191
905,1997,Saudi Arabia,349509122666.098,42495979157685.61,0.008224522168772938
906,1998,Saudi Arabia,359621688623.373,43711875686072.875,0.008227093506718422
907,1999,Saudi Arabia,346088098783.205,45310401018022.46,0.007638160135584467
908,2000,Saudi Arabia,365556994559.716,47376894269236.83,0.007715934110883301
909,2001,Saudi Arabia,361131035682.893,48346601240146.15,0.007469626125093904
910,2002,Saudi Arabia,350950121958.979,49458013392898.16,0.00709592031469208
911,2003,Saudi Arabia,390404150102.305,50988456954053.82,0.007656716312362656
912,2004,Saudi Arabia,421474236640.777,53239516497223.04,0.007916567699535006
913,2005,Saudi Arabia,444966578891.571,55353650416971.33,0.008038613091272207
914,2006,Saudi Arabia,457374036890.092,57780047328728.945,0.007915778162796348
915,2007,Saudi Arabia,465822331088.505,60285207816475.87,0.007726975620729243
916,2008,Saudi Arabia,494935168222.616,61557882717691.64,0.008040159056353842
917,2009,Saudi Arabia,484743219780.272,60732455333372.03,0.00798161735960491
918,2010,Saudi Arabia,509171776909.606,63436183446950.984,0.0080265197122933
919,2011,Saudi Arabia,560072992908.511,65517911008592.41,0.008548395153121712
920,2012,Saudi Arabia,590380910431.968,67289476929364.234,0.008773747952472695
921,2013,Saudi Arabia,606316950593.201,69176772533305.99,0.008764747593583994
922,2014,Saudi Arabia,628462590303.711,71309007536300.45,0.008813228679192974
923,2015,Saudi Arabia,654269739552.019,73538145625813.94,0.008897011666314743
924,2016,Saudi Arabia,665200390233.484,75582990729964.86,0.008800927084375949
925,2017,Saudi Arabia,660267740301.703,78135408518116.25,0.008450301250407044
926,2018,Saudi Arabia,676867966014.77,80706893831004.47,0.00838674286526368
927,2019,Saudi Arabia,679127221024.061,82780615837913.9,0.008203940187565234
928,2020,Saudi Arabia,651027175187.614,80173429111037.55,0.008120236123191923
929,2021,Saudi Arabia,672126508709.167,84737960665091.25,0.007931823039329492
930,1960,South Africa,65652787805.9248,8509615886454.817,0.007715129411472924
931,1961,South Africa,68176962953.7039,8842199759037.922,0.007710407456472338
932,1962,South Africa,72388888580.9052,9310481229585.465,0.007774988939441555
933,1963,South Africa,77726634753.2789,9790702259521.26,0.007938821209448109
934,1964,South Africa,83897825365.4676,10432203240096.818,0.008042196210576221
935,1965,South Africa,89034719819.5419,11030164412586.125,0.008071930434504455
936,1966,South Africa,92986424438.8101,11677006408386.793,0.007963207451185806
937,1967,South Africa,99678213920.999,12162266531514.807,0.008195693924542212
938,1968,South Africa,103818221927.864,12969530807906.799,0.008004778543304884
939,1969,South Africa,108714188432.46,13720926265245.145,0.00792323975297725
940,1970,South Africa,114420228110.938,15721452634723.645,0.0072779679314251425
941,1971,South Africa,119316194615.533,16389206325984.797,0.007280169170020106
942,1972,South Africa,121290674451.497,17305260564259.117,0.007008890389203438
943,1973,South Africa,126836017069.922,18409282179237.074,0.006889786132615976
944,1974,South Africa,134587120944.563,18745360470339.18,0.007179756353979987
945,1975,South Africa,136868956455.659,18920644358504.438,0.007233842244603009
946,1976,South Africa,139948316809.936,19921299259238.04,0.00702505971065307
947,1977,South Africa,139816794618.765,20800499416368.227,0.006721799886628735
948,1978,South Africa,144031543620.374,21652292209205.65,0.006652022900334673
949,1979,South Africa,149491087027.625,22547605305337.36,0.006630020572173055
950,1980,South Africa,159388269160.579,23402014710452.242,0.006810878086038894
951,1981,South Africa,167932741243.855,23857380399675.453,0.007039026851671423
952,1982,South Africa,167288855024.707,23948885683595.227,0.006985245878863515
953,1983,South Africa,164199769714.136,24572837619215.027,0.006682165578864119
954,1984,South Africa,172572564947.995,25746906924074.73,0.0067026523013772365
955,1985,South Africa,170481777771.837,26710420980087.812,0.006382594190444561
956,1986,South Africa,170512207473.79,27622286354207.55,0.006172993983454843
957,1987,South Africa,174094206899.749,28828124472187.57,0.0060390403499093175
958,1988,South Africa,181406354481.02,30179081108119.156,0.006010996618191127
959,1989,South Africa,185750664997.127,32500407108040.68,0.005715333484274166
960,1990,South Africa,185160422891.731,34035570922146.652,0.0054402032307690395
961,1991,South Africa,183275036203.752,34590690017078.93,0.005298392027255344
962,1992,South Africa,179358388483.382,35359079190278.03,0.005072484708049087
963,1993,South Africa,181570878123.149,35979407329089.234,0.0050465222081729376
964,1994,South Africa,187381146228.486,37152453490009.11,0.005043573939978844
965,1995,South Africa,193189961762.588,38569136843817.61,0.005008926244444985
966,1996,South Africa,201497130113.101,39944510926184.84,0.005044426016016471
967,1997,South Africa,206736055498.991,42495979157685.61,0.0048648380293080445
968,1998,South Africa,207769735777.192,43711875686072.875,0.004753164500863318
969,1999,South Africa,212756209430.574,45310401018022.46,0.004695526957396582
970,2000,South Africa,221691970228.101,47376894269236.83,0.004679326782550454
971,2001,South Africa,227677653424.683,48346601240146.15,0.004709279402987766
972,2002,South Africa,236102579035.79,49458013392898.16,0.004773798275320391
973,2003,South Africa,243065422272.369,50988456954053.82,0.004767067622607163
974,2004,South Africa,254135982543.496,53239516497223.04,0.004773446478552292
975,2005,South Africa,267546870424.295,55353650416971.33,0.004833409692204611
976,2006,South Africa,282539679229.874,57780047328728.945,0.004889917753483595
977,2007,South Africa,297685145427.081,60285207816475.87,0.004937946740323321
978,2008,South Africa,307184409060.741,61557882717691.64,0.0049901717781540384
979,2009,South Africa,302459639039.778,60732455333372.03,0.0049801977769467634
980,2010,South Africa,311653604140.269,63436183446950.984,0.0049128681330725356
981,2011,South Africa,321528523981.702,65517911008592.41,0.0049074904714152875
982,2012,South Africa,329233094599.263,67289476929364.234,0.004892787247326484
983,2013,South Africa,337416077838.151,69176772533305.99,0.004877592080140743
984,2014,South Africa,342186555600.731,71309007536300.45,0.004798644202508891
985,2015,South Africa,346709790458.563,73538145625813.94,0.004714693136576158
986,2016,South Africa,349013858372.625,75582990729964.86,0.004617624349101848
987,2017,South Africa,353055253707.071,78135408518116.25,0.004518505251370287
988,2018,South Africa,358429917588.125,80706893831004.47,0.0044411313652915
989,2019,South Africa,359517584766.516,82780615837913.9,0.0043430165519722464
990,2020,South Africa,336715285679.696,80173429111037.55,0.004199836397335038
991,2021,South Africa,353258433207.809,84737960665091.25,0.004168833311955521
992,1960,South Korea,25699427356.491,8509615886454.817,0.0030200455225479765
993,1961,South Korea,27481937749.6061,8842199759037.922,0.0031080430773480147
994,1962,South Korea,28552434121.6851,9310481229585.465,0.00306669799526102
995,1963,South Korea,31128025938.0325,9790702259521.26,0.0031793455783788263
996,1964,South Korea,34077040553.5922,10432203240096.818,0.0032665238367495554
997,1965,South Korea,36570946132.6119,11030164412586.125,0.0033155395300256906
998,1966,South Korea,40957249543.0566,11677006408386.793,0.0035075128085602335
999,1967,South Korea,44676006656.8979,12162266531514.807,0.003673329024744989
1000,1968,South Korea,50557946174.6043,12969530807906.799,0.0038982093433774755
1001,1969,South Korea,57919874111.2533,13720926265245.145,0.004221280181204915
1002,1970,South Korea,63742405456.3578,15721452634723.645,0.004054485735979084
1003,1971,South Korea,70464369462.2544,16389206325984.797,0.004299437572552515
1004,1972,South Korea,75547923255.6032,17305260564259.117,0.004365604492060278
1005,1973,South Korea,86803296623.1493,18409282179237.074,0.0047151918134565015
1006,1974,South Korea,95059883349.5778,18745360470339.18,0.005071115250090349
1007,1975,South Korea,102512514835.467,18920644358504.438,0.00541802450767961
1008,1976,South Korea,116066153475.533,19921299259238.04,0.005826234120834765
1009,1977,South Korea,130384053502.717,20800499416368.227,0.006268313605976009
1010,1978,South Korea,144665000232.063,21652292209205.65,0.006681278768746594
1011,1979,South Korea,157209230368.008,22547605305337.36,0.00697232492050028
1012,1980,South Korea,154622057494.204,23402014710452.242,0.006607211362239843
1013,1981,South Korea,165826244355.892,23857380399675.453,0.0069507314540764855
1014,1982,South Korea,179652966098.885,23948885683595.227,0.00750151670822604
1015,1983,South Korea,203683660321.396,24572837619215.027,0.008288975961088152
1016,1984,South Korea,225175627620.38,25746906924074.73,0.0087457351007017
1017,1985,South Korea,242826838879.643,26710420980087.812,0.009091089918076039
1018,1986,South Korea,270332469174.275,27622286354207.55,0.009786752106894177
1019,1987,South Korea,304728740250.584,28828124472187.57,0.010570536440710054
1020,1988,South Korea,341258754859.513,30179081108119.156,0.011307791434633948
1021,1989,South Korea,365395623509.547,32500407108040.68,0.011242801429990311
1022,1990,South Korea,401487768060.593,34035570922146.652,0.011796122620624188
1023,1991,South Korea,444760345044.788,34590690017078.93,0.012857804941884377
1024,1992,South Korea,472329450142.885,35359079190278.03,0.013358081176298048
1025,1993,South Korea,504813785878.624,35979407329089.234,0.014030630945676631
1026,1994,South Korea,551603291318.848,37152453490009.11,0.014847021919216802
1027,1995,South Korea,604637550473.74,38569136843817.61,0.015676719780433966
1028,1996,South Korea,652347705779.257,39944510926184.84,0.016331347928749407
1029,1997,South Korea,692601162968.022,42495979157685.61,0.016298039878033063
1030,1998,South Korea,657074545321.938,43711875686072.875,0.015031945781527965
1031,1999,South Korea,732420905134.784,45310401018022.46,0.016164520478277374
1032,2000,South Korea,798784342587.129,47376894269236.83,0.01686020907254367
1033,2001,South Korea,837544550604.138,48346601240146.15,0.017323752427681638
1034,2002,South Korea,902246062108.946,49458013392898.16,0.018242666864547022
1035,2003,South Korea,930642372967.514,50988456954053.82,0.018252020723163374
1036,2004,South Korea,979011499282.814,53239516497223.04,0.018388812740887286
1037,2005,South Korea,1021192627905.49,55353650416971.33,0.018448514600446192
1038,2006,South Korea,1074951542999.1,57780047328728.945,0.018604199766112356
1039,2007,South Korea,1137293878173.46,60285207816475.87,0.018865222819429994
1040,2008,South Korea,1171560370682.24,61557882717691.64,0.0190318496829251
1041,2009,South Korea,1180847317902.24,60732455333372.03,0.019443431216807288
1042,2010,South Korea,1261201910432.46,63436183446950.984,0.01988142794698786
1043,2011,South Korea,1307685622912.81,65517911008592.41,0.01995920814296586
1044,2012,South Korea,1339103175287.26,67289476929364.234,0.019900632853677203
1045,2013,South Korea,1381481889126.85,69176772533305.99,0.019970314290995855
1046,2014,South Korea,1425723208306.54,71309007536300.45,0.01999359207994535
1047,2015,South Korea,1465773245547.15,73538145625813.94,0.019932148588645164
1048,2016,South Korea,1508967849304.8,75582990729964.86,0.019964383980198473
1049,2017,South Korea,1556645736778.48,78135408518116.25,0.019922411187209197
1050,2018,South Korea,1601903713673.82,80706893831004.47,0.01984841241726033
1051,2019,South Korea,1637850078348.95,82780615837913.9,0.019785429979838433
1052,2020,South Korea,1626230918329.23,80173429111037.55,0.0202839137150658
1053,2021,South Korea,1693643458139.12,84737960665091.25,0.019986832876860056
1054,1960,Turkey,68945226535.3849,8509615886454.817,0.008102037442739159
1055,1961,Turkey,69742281192.0531,8842199759037.922,0.007887435603427424
1056,1962,Turkey,73627922579.9898,9310481229585.465,0.00790806841928062
1057,1963,Turkey,80303255012.9827,9790702259521.26,0.008201991326504635
1058,1964,Turkey,84687055315.0901,10432203240096.818,0.008117849448100298
1059,1965,Turkey,87078219341.3797,11030164412586.125,0.007894553162056032
1060,1966,Turkey,96842139012.2061,11677006408386.793,0.008293404630030093
1061,1967,Turkey,101425203161.407,12162266531514.807,0.008339334029442168
1062,1968,Turkey,108299799385.208,12969530807906.799,0.00835032515742078
1063,1969,Turkey,112719671905.255,13720926265245.145,0.008215164904046739
1064,1970,Turkey,116364472610.572,15721452634723.645,0.007401636179188698
1065,1971,Turkey,122842127308.023,16389206325984.797,0.007495306658825753
1066,1972,Turkey,131964123656.633,17305260564259.117,0.007625665222815599
1067,1973,Turkey,136269234814.594,18409282179237.074,0.0074022025132672135
1068,1974,Turkey,143892782275.042,18745360470339.18,0.007676181127736851
1069,1975,Turkey,154215812627.901,18920644358504.438,0.008150663883631648
1070,1976,Turkey,170348605691.149,19921299259238.04,0.008551079097521903
1071,1977,Turkey,176151820203.602,20800499416368.227,0.008468634174474939
1072,1978,Turkey,178799264059.313,21652292209205.65,0.008257752220030314
1073,1979,Turkey,177683353588.86,22547605305337.36,0.007880364729765766
1074,1980,Turkey,173334819278.224,23402014710452.242,0.007406833190340915
1075,1981,Turkey,181753082640.651,23857380399675.453,0.0076183168309259764
1076,1982,Turkey,188229359030.803,23948885683595.227,0.007859629108327926
1077,1983,Turkey,197586392514.764,24572837619215.027,0.00804084557008015
1078,1984,Turkey,210848422225.247,25746906924074.73,0.008189271932625527
1079,1985,Turkey,219791211664.552,26710420980087.812,0.008228668946416186
1080,1986,Turkey,235203039804.711,27622286354207.55,0.00851497362631909
1081,1987,Turkey,257513315504.051,28828124472187.57,0.008932711378865157
1082,1988,Turkey,263489521766.27,30179081108119.156,0.00873086628523566
1083,1989,Turkey,264254284475.052,32500407108040.68,0.008130799211117416
1084,1990,Turkey,288740474060.216,34035570922146.652,0.008483491424917895
1085,1991,Turkey,290820211162.193,34590690017078.93,0.008407470652322993
1086,1992,Turkey,305464855325.057,35359079190278.03,0.008638936938409994
1087,1993,Turkey,328836781507.983,35979407329089.234,0.009139583053724164
1088,1994,Turkey,313486195960.325,37152453490009.11,0.008437832942705292
1089,1995,Turkey,338183475098.096,38569136843817.61,0.00876824069119153
1090,1996,Turkey,363140280866.026,39944510926184.84,0.00909111846524015
1091,1997,Turkey,390657829906.207,42495979157685.61,0.009192818653657368
1092,1998,Turkey,400049831127.377,43711875686072.875,0.009151971285799518
1093,1999,Turkey,386995531429.888,45310401018022.46,0.00854098667711986
1094,2000,Turkey,413826859269.854,47376894269236.83,0.008734782337527844
1095,2001,Turkey,390031787736.966,48346601240146.15,0.008067408622989006
1096,2002,Turkey,415179953304.473,49458013392898.16,0.008394594218863027
1097,2003,Turkey,439107629560.404,50988456954053.82,0.008611902689192734
1098,2004,Turkey,482122333632.277,53239516497223.04,0.009055723367762447
1099,2005,Turkey,525476244038.33,55353650416971.33,0.00949307299663149
1100,2006,Turkey,561986270867.401,57780047328728.945,0.009726303401416125
1101,2007,Turkey,590330093012.939,60285207816475.87,0.009792287600800184
1102,2008,Turkey,595141428332.854,61557882717691.64,0.00966799704697789
1103,2009,Turkey,566436841006.172,60732455333372.03,0.009326756804033233
1104,2010,Turkey,614171064520.319,63436183446950.984,0.009681715247480556
1105,2011,Turkey,682958902917.534,65517911008592.41,0.010424003030682203
1106,2012,Turkey,715662340203.413,67289476929364.234,0.010635575915602153
1107,2013,Turkey,776392136706.161,69176772533305.99,0.011223306729615893
1108,2014,Turkey,814743696794.687,71309007536300.45,0.011425536898405645
1109,2015,Turkey,864316670330.882,73538145625813.94,0.01175331065225396
1110,2016,Turkey,893038641113.713,75582990729964.86,0.011815338775152067
1111,2017,Turkey,960034377547.426,78135408518116.25,0.012286803073728541
1112,2018,Turkey,988642300436.943,80706893831004.47,0.012249787515142168
1113,2019,Turkey,996389402328.711,82780615837913.9,0.012036506279195378
1114,2020,Turkey,1015719678024.54,80173429111037.55,0.01266903123998603
1115,2021,Turkey,1131039375185.18,84737960665091.25,0.01334749345285016
1116,1960,United Kingdom,781539751882.685,8509615886454.817,0.09184195412706009
1117,1961,United Kingdom,802462500630.958,8842199759037.922,0.09075371768328724
1118,1962,United Kingdom,811312936981.779,9310481229585.465,0.0871397425090885
1119,1963,United Kingdom,850859444952.865,9790702259521.26,0.08690484322770835
1120,1964,United Kingdom,897943108490.366,10432203240096.818,0.08607415785757185
1121,1965,United Kingdom,917178635134.832,11030164412586.125,0.08315185529675989
1122,1966,United Kingdom,931606776041.736,11677006408386.793,0.07978130211289657
1123,1967,United Kingdom,957565762616.266,12162266531514.807,0.07873250928476416
1124,1968,United Kingdom,1009667714730.69,12969530807906.799,0.07784920901804342
1125,1969,United Kingdom,1029094699270.8,13720926265245.145,0.07500183875176694
1126,1970,United Kingdom,1099494179036.87,15721452634723.645,0.06993591524796125
1127,1971,United Kingdom,1138028343295.67,16389206325984.797,0.06943767261574749
1128,1972,United Kingdom,1187210145074.44,17305260564259.117,0.06860400285023201
1129,1973,United Kingdom,1264661936633.32,18409282179237.074,0.06869697168636321
1130,1974,United Kingdom,1233242624053.89,18745360470339.18,0.06578921893794745
1131,1975,United Kingdom,1215068950286.53,18920644358504.438,0.0642192161780358
1132,1976,United Kingdom,1250430691746.86,19921299259238.04,0.0627685310819776
1133,1977,United Kingdom,1281163158240.77,20800499416368.227,0.061592903737330625
1134,1978,United Kingdom,1335026594984.01,21652292209205.65,0.06165751792396431
1135,1979,United Kingdom,1385076962841.54,22547605305337.36,0.061429005168618565
1136,1980,United Kingdom,1356940956112.01,23402014710452.242,0.05798393740458371
1137,1981,United Kingdom,1346251737065.8,23857380399675.453,0.05642915167182873
1138,1982,United Kingdom,1373107994676.35,23948885683595.227,0.057334942962165326
1139,1983,United Kingdom,1431078641822.13,24572837619215.027,0.05823823296268725
1140,1984,United Kingdom,1463551322001.21,25746906924074.73,0.05684377258662909
1141,1985,United Kingdom,1524250868906.43,26710420980087.812,0.05706577481660564
1142,1986,United Kingdom,1572269961561.86,27622286354207.55,0.056920341111530215
1143,1987,United Kingdom,1657058366319.62,28828124472187.57,0.057480616469458345
1144,1988,United Kingdom,1752047807086.21,30179081108119.156,0.05805504153056708
1145,1989,United Kingdom,1797208638459.24,32500407108040.68,0.05529803465183691
1146,1990,United Kingdom,1810395755745.72,34035570922146.652,0.05319128507897927
1147,1991,United Kingdom,1790424889823.09,34590690017078.93,0.05176031148667689
1148,1992,United Kingdom,1797605961499.99,35359079190278.03,0.050838596554693125
1149,1993,United Kingdom,1842363311360.28,35979407329089.234,0.051206049463486725
1150,1994,United Kingdom,1913220774275.94,37152453490009.11,0.051496485280317646
1151,1995,United Kingdom,1961657209971.38,38569136843817.61,0.05086080142044509
1152,1996,United Kingdom,1999081845521.52,39944510926184.84,0.05004647194743999
1153,1997,United Kingdom,2086373375047.13,42495979157685.61,0.049095783092923485
1154,1998,United Kingdom,2152246177454.06,43711875686072.875,0.04923710418905202
1155,1999,United Kingdom,2217116394065.01,45310401018022.46,0.048931731881674136
1156,2000,United Kingdom,2307855285267.75,47376894269236.83,0.04871267568010059
1157,2001,United Kingdom,2357645605496.07,48346601240146.15,0.04876548805954788
1158,2002,United Kingdom,2399393975746.24,49458013392898.16,0.048513755631170934
1159,2003,United Kingdom,2474328328787.79,50988456954053.82,0.04852722511327281
1160,2004,United Kingdom,2532350622459.43,53239516497223.04,0.04756524456024158
1161,2005,United Kingdom,2599922287719.73,55353650416971.33,0.04696930135835447
1162,2006,United Kingdom,2656091147154.86,57780047328728.945,0.045969002622021374
1163,2007,United Kingdom,2724178993507.05,60285207816475.87,0.04518818284246729
1164,2008,United Kingdom,2719974378108.14,61557882717691.64,0.04418563891454999
1165,2009,United Kingdom,2597290325456.68,60732455333372.03,0.042766101110183315
1166,2010,United Kingdom,2660406373660.76,63436183446950.984,0.04193831074162187
1167,2011,United Kingdom,2688809162463.69,65517911008592.41,0.04103929934687728
