,Year,cume,Country,Million tonnes of carbon dioxide
550,2002,180932.0064609967,US,5672.34714145711
551,2003,186669.63804107852,US,5737.631580081823
552,2004,192508.52014949665,US,5838.882108418122
553,2005,198381.693175212,US,5873.173025715362
554,2006,204176.9166551221,US,5795.2234799100825
555,2007,210061.13550021438,US,5884.218845092296
556,2008,215761.99755838537,US,5700.862058170966
557,2009,221051.2424432495,US,5289.244884864145
558,2010,226536.96620958846,US,5485.723766338967
559,2011,231873.12322161914,US,5336.157012030681
560,2012,236962.27120619648,US,5089.1479845773465
561,2013,242208.88533468527,US,5246.614128488781
562,2014,247460.54744208916,US,5251.662107403887
563,2015,252598.02553213632,US,5137.478090047155
564,2016,257636.02221712022,US,5037.996684983908
565,2017,262614.78462591715,US,4978.762408796916
566,2018,267747.5198813006,US,5132.735255383487
567,2019,272728.46829616156,US,4980.948414860934
568,2020,277149.075145903,US,4420.60684974144
569,2021,281850.1809061424,US,4701.105760239381
570,1965,688.0980406031665,United Kingdom,688.0980406031665
571,1966,1369.045005056002,United Kingdom,680.9469644528356
572,1967,2039.1424468464893,United Kingdom,670.0974417904872
573,1968,2728.8854569958557,United Kingdom,689.7430101493665
574,1969,3436.511189842318,United Kingdom,707.6257328464621
575,1970,4161.05371286212,United Kingdom,724.5425230198025
576,1971,4858.481413576833,United Kingdom,697.4277007147128
577,1972,5549.018224597633,United Kingdom,690.5368110207997
578,1973,6277.6957725693355,United Kingdom,728.6775479717029
579,1974,6952.93345759664,United Kingdom,675.2376850273045
580,1975,7588.889195491328,United Kingdom,635.9557378946872
581,1976,8234.618781506324,United Kingdom,645.7295860149967
582,1977,8888.658646907514,United Kingdom,654.0398654011897
583,1978,9526.449463092604,United Kingdom,637.7908161850906
584,1979,10191.666524943033,United Kingdom,665.2170618504288
585,1980,10798.202778624369,United Kingdom,606.5362536813349
586,1981,11383.037217861516,United Kingdom,584.8344392371487
587,1982,11950.281555131007,United Kingdom,567.2443372694892
588,1983,12512.73573622192,United Kingdom,562.4541810909149
589,1984,13051.352287505864,United Kingdom,538.6165512839434
590,1985,13623.991957073433,United Kingdom,572.6396695675679
591,1986,14214.796516325405,United Kingdom,590.8045592519723
592,1987,14809.106504106521,United Kingdom,594.3099877811163
593,1988,15403.370847963624,United Kingdom,594.2643438571038
594,1989,15987.675463672584,United Kingdom,584.3046157089587
595,1990,16582.85786604996,United Kingdom,595.1824023773752
596,1991,17188.341704398594,United Kingdom,605.4838383486351
597,1992,17776.92290289326,United Kingdom,588.5811984946652
598,1993,18351.554179977695,United Kingdom,574.6312770844356
599,1994,18912.92082253509,United Kingdom,561.3666425573931
600,1995,19471.722764964066,United Kingdom,558.8019424289773
601,1996,20051.096601117082,United Kingdom,579.373836153017
602,1997,20610.952889090808,United Kingdom,559.8562879737267
603,1998,21171.702707883847,United Kingdom,560.7498187930402
604,1999,21722.925729261995,United Kingdom,551.2230213781464
605,2000,22288.642480897088,United Kingdom,565.7167516350927
606,2001,22864.164272491347,United Kingdom,575.5217915942578
607,2002,23420.841093811396,United Kingdom,556.6768213200502
608,2003,23988.62715744874,United Kingdom,567.7860636373441
609,2004,24561.863163741185,United Kingdom,573.2360062924454
610,2005,25141.005165102695,United Kingdom,579.1420013615116
611,2006,25722.699473032026,United Kingdom,581.6943079293295
612,2007,26292.866746512118,United Kingdom,570.1672734800932
613,2008,26853.282800191326,United Kingdom,560.4160536792045
614,2009,27365.99854662504,United Kingdom,512.7157464337164
615,2010,27894.531546642957,United Kingdom,528.5330000179154
616,2011,28388.516198915262,United Kingdom,493.98465227230633
617,2012,28898.697458304418,United Kingdom,510.1812593891564
618,2013,29396.715784104963,United Kingdom,498.0183258005445
619,2014,29852.79251681607,United Kingdom,456.07673271110536
620,2015,30290.558745739156,United Kingdom,437.7662289230881
621,2016,30704.154126176323,United Kingdom,413.5953804371653
622,2017,31105.412970719397,United Kingdom,401.2588445430764
623,2018,31498.883553484957,United Kingdom,393.4705827655592
624,2019,31876.372316370256,United Kingdom,377.4887628852978
625,2020,32193.27914881988,United Kingdom,316.9068324496263
626,2021,32530.95385151544,United Kingdom,337.674702695562
