,Exajoules,value,Year,Totals,China Percentages
377,Renewables,0.03552962365591398,2000,42.51003967824351,0.0008357937072003704
378,Renewables,0.037138050377042306,2001,44.921432357716256,0.0008267334416522232
379,Renewables,0.038408254682622274,2002,48.91269577247728,0.0007852410110716949
380,Renewables,0.0400599534739454,2003,56.95946113354267,0.0007033063985634272
381,Renewables,0.04292808377850832,2004,66.640277270754,0.0006441762480083182
382,Renewables,0.0819025158227848,2005,75.72861826123679,0.001081526610458549
383,Renewables,0.12075749771758976,2006,83.01231736038308,0.0014546937316945719
384,Renewables,0.170081564516129,2007,90.24356868303997,0.0018846945771116594
385,Renewables,0.3046421543778801,2008,93.7788064295026,0.0032485181458018686
386,Renewables,0.5198726786336654,2009,97.93987032825129,0.0053080801198866325
387,Renewables,0.7864887870670887,2010,104.80965895305357,0.007503972390744763
388,Renewables,1.0791189270259633,2011,113.03932617268002,0.009546402686242931
389,Renewables,1.3987155919425214,2012,117.68627878586848,0.011885120392730746
390,Renewables,1.865209962039058,2013,122.15133451667884,0.015269665038202082
391,Renewables,2.318879104940118,2014,125.80632594302067,0.018432134374469916
392,Renewables,2.803054674999998,2015,127.54571416704651,0.02197686290994333
393,Renewables,3.6761765093421896,2016,129.76644998272914,0.028329175297863652
394,Renewables,4.961322229838708,2017,134.4236529003428,0.036908104509828094
395,Renewables,6.24579987761743,2018,139.83710972109768,0.044664823880260066
396,Renewables,7.266874973547769,2019,145.10780826962772,0.05007914501778597
397,Renewables,8.43748828286153,2020,149.0528366377736,0.05660736469823927
398,Renewables,11.208648393874599,2021,159.49210028143003,0.07027713832908652
