,Year,cume,Country,Million tonnes of carbon dioxide
554,2006,15861.853637632283,Italy,467.0806123569533
555,2007,16319.887566352309,Italy,458.0339287200256
556,2008,16762.365498740237,Italy,442.4779323879299
557,2009,17153.900872684335,Italy,391.5353739440953
558,2010,17551.017012230917,Italy,397.11613954658515
559,2011,17939.563826764756,Italy,388.5468145338364
560,2012,18310.54953149221,Italy,370.9857047274543
561,2013,18651.92161387965,Italy,341.37208238744023
562,2014,18970.714577559003,Italy,318.7929636793542
563,2015,19305.09027978316,Italy,334.3757022241554
564,2016,19636.492022301813,Italy,331.40174251865517
565,2017,19971.953157774708,Italy,335.46113547289394
566,2018,20308.035517814216,Italy,336.0823600395067
567,2019,20636.588865306374,Italy,328.5533474921587
568,2020,20920.383856886834,Italy,283.79499158046127
569,2021,21231.553357754543,Italy,311.16950086770834
570,1965,446.89827084320245,Japan,446.89827084320245
571,1966,939.7123207411227,Japan,492.8140498979202
572,1967,1517.8667825264915,Japan,578.154461785369
573,1968,2159.508856557716,Japan,641.6420740312243
574,1969,2890.9847294844476,Japan,731.4758729267314
575,1970,3701.5045396933333,Japan,810.5198102088858
576,1971,4546.851090980588,Japan,845.3465512872552
577,1972,5427.763967616045,Japan,880.912876635457
578,1973,6422.74293581693,Japan,994.9789682008843
579,1974,7408.436204770387,Japan,985.6932689534572
580,1975,8331.993124391236,Japan,923.5569196208492
581,1976,9283.189606326121,Japan,951.1964819348857
582,1977,10243.842846347741,Japan,960.6532400216194
583,1978,11168.117243037865,Japan,924.274396690123
584,1979,12117.769181461135,Japan,949.6519384232712
585,1980,13038.484806851127,Japan,920.7156253899927
586,1981,13953.2244793877,Japan,914.739672536571
587,1982,14816.822851174724,Japan,863.5983717870256
588,1983,15680.83384249044,Japan,864.0109913157153
589,1984,16633.479390440833,Japan,952.6455479503928
590,1985,17563.93208630373,Japan,930.4526958628937
591,1986,18483.735153569556,Japan,919.8030672658289
592,1987,19411.342902043503,Japan,927.6077484739485
593,1988,20410.631734370272,Japan,999.2888323267689
594,1989,21436.121772502323,Japan,1025.4900381320508
595,1990,22520.23896162481,Japan,1084.1171891224883
596,1991,23621.073959110458,Japan,1100.8349974856462
597,1992,24734.345336123642,Japan,1113.2713770131854
598,1993,25841.829249567236,Japan,1107.4839134435917
599,1994,27013.31919408244,Japan,1171.489944515205
600,1995,28200.794966616086,Japan,1187.4757725336467
601,1996,29409.34492734678,Japan,1208.5499607306954
602,1997,30616.906432742726,Japan,1207.5615053959423
603,1998,31792.715511165803,Japan,1175.8090784230792
604,1999,33000.65406023957,Japan,1207.9385490737636
605,2000,34230.652231452674,Japan,1229.998171213103
606,2001,35454.201691015725,Japan,1223.5494595630532
607,2002,36688.55984732919,Japan,1234.358156313467
608,2003,37962.87743235483,Japan,1274.3175850256396
609,2004,39221.307408476714,Japan,1258.4299761218865
610,2005,40512.92572126026,Japan,1291.6183127835473
611,2006,41781.90385755012,Japan,1268.9781362898545
612,2007,43064.5281606579,Japan,1282.624303107783
613,2008,44357.59541518176,Japan,1293.0672545238535
614,2009,45481.671574678614,Japan,1124.076159496859
615,2010,46677.58511182351,Japan,1195.9135371448947
616,2011,47885.04953650906,Japan,1207.4644246855494
617,2012,49178.84226409882,Japan,1293.7927275897662
618,2013,50461.03000328878,Japan,1282.18773918996
619,2014,51709.68406959259,Japan,1248.654066303812
620,2015,52918.83003164973,Japan,1209.1459620571372
621,2016,54108.08524810196,Japan,1189.2552164522278
622,2017,55290.8294732452,Japan,1182.7442251432394
623,2018,56452.35170303287,Japan,1161.522229787672
624,2019,57574.056802837855,Japan,1121.7050998049842
625,2020,58603.576317821404,Japan,1029.5195149835495
626,2021,59657.27727919335,Japan,1053.7009613719438
627,1965,62.13332884407855,Mexico,62.13332884407855
628,1966,127.18900190505192,Mexico,65.05567306097338
629,1967,193.83650002529413,Mexico,66.64749812024222
630,1968,266.00741108859296,Mexico,72.17091106329883
631,1969,345.1141269449056,Mexico,79.10671585631262
632,1970,429.2863065937462,Mexico,84.1721796488406
633,1971,518.7479569810067,Mexico,89.46165038726052
634,1972,618.4158369981834,Mexico,99.66788001717669
635,1973,726.0898616741777,Mexico,107.67402467599425
636,1974,846.9491653606822,Mexico,120.85930368650455
637,1975,978.0808841174212,Mexico,131.13171875673893
638,1976,1116.9535177161354,Mexico,138.87263359871432
639,1977,1263.4831125147466,Mexico,146.52959479861119
640,1978,1428.627057940459,Mexico,165.14394542571247
641,1979,1608.8571962377268,Mexico,180.23013829726767
642,1980,1806.9811956840733,Mexico,198.12399944634657
643,1981,2017.945652171161,Mexico,210.96445648708766
644,1982,2239.2833390491683,Mexico,221.33768687800722
645,1983,2457.110407343474,Mexico,217.82706829430595
646,1984,2683.639739622168,Mexico,226.52933227869343
647,1985,2917.534842921102,Mexico,233.8951032989347
648,1986,3147.9078406808526,Mexico,230.37299775975032
649,1987,3387.840569853069,Mexico,239.9327291722163
650,1988,3628.7979274114664,Mexico,240.9573575583973
651,1989,3882.6698715196194,Mexico,253.87194410815312
652,1990,4150.377274995709,Mexico,267.7074034760895
653,1991,4427.494427963143,Mexico,277.1171529674342
654,1992,4707.482285878102,Mexico,279.98785791495845
655,1993,4991.451488048355,Mexico,283.9692021702533
656,1994,5299.068598239473,Mexico,307.61711019111885
657,1995,5593.924700707824,Mexico,294.8561024683502
658,1996,5900.222946094223,Mexico,306.29824538639906
659,1997,6220.1504359182845,Mexico,319.92748982406124
660,1998,6557.241086055574,Mexico,337.0906501372895
661,1999,6891.14438568672,Mexico,333.9032996311459
662,2000,7244.991581073135,Mexico,353.8471953864155
663,2001,7597.340704154612,Mexico,352.3491230814767
664,2002,7968.914518021438,Mexico,371.5738138668262
665,2003,8341.76761250438,Mexico,372.8530944829416
666,2004,8732.206453883799,Mexico,390.438841379419
667,2005,9148.7948906584,Mexico,416.5884367746028
668,2006,9576.134382336988,Mexico,427.33949167858657
669,2007,10005.735482154752,Mexico,429.60109981776384
670,2008,10437.9703961107,Mexico,432.2349139559491
671,2009,10871.515067511664,Mexico,433.54467140096324
672,2010,11314.128587647589,Mexico,442.6135201359238
673,2011,11779.973552496187,Mexico,465.84496484859983
674,2012,12253.946552405516,Mexico,473.9729999093278
675,2013,12726.783920709702,Mexico,472.83736830418616
676,2014,13186.420514108642,Mexico,459.6365933989402
677,2015,13649.542462482885,Mexico,463.1219483742425
678,2016,14118.332094651923,Mexico,468.7896321690385
679,2017,14595.278990789726,Mexico,476.9468961378037
680,2018,15063.5022101108,Mexico,468.22321932107354
681,2019,15512.81504423402,Mexico,449.31283412321847
682,2020,15870.497457158232,Mexico,357.6824129242133
683,2021,16244.255171569013,Mexico,373.7577144107819
684,1965,252.9602559933359,Poland,252.9602559933359
685,1966,510.20387294897614,Poland,257.2436169556403
686,1967,773.7057213565446,Poland,263.50184840756845
687,1968,1055.259623001714,Poland,281.55390164516945
688,1969,1354.2788837702708,Poland,299.0192607685567
689,1970,1667.0679017913537,Poland,312.78901802108305
690,1971,1988.9472818639147,Poland,321.87938007256076
691,1972,2328.3690053105565,Poland,339.4217234466421
692,1973,2671.0652457456713,Poland,342.6962404351145
693,1974,3023.1834956731304,Poland,352.11824992745943
694,1975,3403.236493515992,Poland,380.05299784286143
695,1976,3803.8656734661427,Poland,400.62917995015073
696,1977,4221.235613834775,Poland,417.3699403686326
697,1978,4658.7034806295305,Poland,437.46786679475485
698,1979,5102.493137504912,Poland,443.78965687538147
699,1980,5568.3570563714875,Poland,465.8639188665758
700,1981,5987.688475096874,Poland,419.3314187253866
701,1982,6416.2963964639575,Poland,428.6079213670836
702,1983,6845.94516935717,Poland,429.6487728932124
703,1984,7293.258234488542,Poland,447.3130651313722
704,1985,7750.930096892077,Poland,457.6718624035351
705,1986,8220.315874774094,Poland,469.3857778820172
706,1987,8705.917373081315,Poland,485.6014983072209
707,1988,9180.716006534514,Poland,474.7986334531995
708,1989,9637.353974682697,Poland,456.63796814818323
709,1990,10010.85514647095,Poland,373.50117178825343
710,1991,10379.300859915858,Poland,368.44571344490697
711,1992,10732.424018113765,Poland,353.1231581979061
712,1993,11084.657632517308,Poland,352.23361440354347
713,1994,11418.954934964662,Poland,334.2973024473539
714,1995,11760.290703302764,Poland,341.335768338102
715,1996,12115.336390498884,Poland,355.04568719611996
716,1997,12465.83397056728,Poland,350.4975800683969
717,1998,12796.717174536216,Poland,330.88320396893545
718,1999,13120.499890542696,Poland,323.78271600647963
719,2000,13420.275399166465,Poland,299.7755086237694
720,2001,13718.12915371512,Poland,297.85375454865317
721,2002,14012.542861238311,Poland,294.4137075231918
722,2003,14316.05881634547,Poland,303.51595510715947
723,2004,14617.957738825477,Poland,301.89892248000706
724,2005,14925.199514644148,Poland,307.2417758186706
725,2006,15245.934245925717,Poland,320.73473128156866
726,2007,15563.421212397743,Poland,317.48696647202706
727,2008,15882.945566928876,Poland,319.5243545311328
728,2009,16188.258633586318,Poland,305.31306665744165
729,2010,16512.080943886867,Poland,323.82231030054913
730,2011,16836.092226500954,Poland,324.01128261408786
731,2012,17144.21738889622,Poland,308.1251623952644
732,2013,17454.61239953254,Poland,310.3950106363215
733,2014,17747.95007409361,Poland,293.33767456106864
734,2015,18041.274634729507,Poland,293.32456063589854
735,2016,18347.309996080123,Poland,306.03536135061483
736,2017,18662.759762682574,Poland,315.44976660245186
737,2018,18982.906474958952,Poland,320.1467122763792
738,2019,19284.89826042638,Poland,301.99178546742803
739,2020,19569.128334436784,Poland,284.2300740104009
740,2021,19878.266977086223,Poland,309.1386426494404
741,1965,1919.0468705296698,Russian Federation,1919.0468705296698
742,1966,3946.5287954703094,Russian Federation,2027.4819249406396
743,1967,6067.318260499236,Russian Federation,2120.7894650289263
744,1968,8240.170007921894,Russian Federation,2172.851747422657
745,1969,10493.676815694389,Russian Federation,2253.506807772497
746,1970,12831.024446553693,Russian Federation,2337.3476308593026
747,1971,15262.876349290695,Russian Federation,2431.8519027370025
748,1972,17813.393668514105,Russian Federation,2550.517319223412
749,1973,20473.892981184796,Russian Federation,2660.4993126706895
750,1974,23236.425709760886,Russian Federation,2762.532728576091
751,1975,26132.048329580695,Russian Federation,2895.6226198198083
752,1976,29122.06867523015,Russian Federation,2990.0203456494564
753,1977,32220.1147327877,Russian Federation,3098.0460575575503
754,1978,35415.796777704876,Russian Federation,3195.6820449171737
755,1979,38674.268660013244,Russian Federation,3258.471882308371
756,1980,41954.693797354565,Russian Federation,3280.42513734132
757,1981,45267.6683450835,Russian Federation,3312.9745477289302
758,1982,48644.41461661518,Russian Federation,3376.7462715316815
759,1983,52059.165490851534,Russian Federation,3414.7508742363566
760,1984,55533.8048940774,Russian Federation,3474.639403225866
761,1985,57706.20342887484,Russian Federation,2172.3985347974417
762,1986,59917.0081384969,Russian Federation,2210.8047096220566
763,1987,62185.337439089395,Russian Federation,2268.329300592493
764,1988,64477.100390158885,Russian Federation,2291.762951069489
765,1989,66767.17592286102,Russian Federation,2290.0755327021293
766,1990,69001.09646869075,Russian Federation,2233.920545829739
767,1991,71169.01709967092,Russian Federation,2167.920630980173
768,1992,73241.57988382094,Russian Federation,2072.562784150016
769,1993,75136.78890049175,Russian Federation,1895.2090166708115
770,1994,76863.06215347859,Russian Federation,1726.2732529868408
771,1995,78479.48027636885,Russian Federation,1616.4181228902548
772,1996,80042.42614067762,Russian Federation,1562.9458643087778
773,1997,81506.08133116907,Russian Federation,1463.6551904914493
774,1998,82951.38717153904,Russian Federation,1445.305840369964
775,1999,84397.20115139663,Russian Federation,1445.8139798575905
776,2000,85849.96420770235,Russian Federation,1452.76305630572
777,2001,87316.03689782147,Russian Federation,1466.072690119122
778,2002,88781.77214242515,Russian Federation,1465.7352446036766
779,2003,90276.44755065406,Russian Federation,1494.675408228921
780,2004,91766.43836418814,Russian Federation,1489.9908135340797
781,2005,93232.17233667946,Russian Federation,1465.7339724913086
782,2006,94768.8197428268,Russian Federation,1536.6474061473484
783,2007,96297.07166727992,Russian Federation,1528.251924453119
784,2008,97852.44040758559,Russian Federation,1555.3687403056585
785,2009,99298.98353945905,Russian Federation,1446.5431318734686
786,2010,100791.36830497041,Russian Federation,1492.3847655113675
787,2011,102350.1646936404,Russian Federation,1558.7963886699765
788,2012,103922.54389006409,Russian Federation,1572.3791964236868
789,2013,105461.29892243014,Russian Federation,1538.7550323660553
790,2014,107001.10115286258,Russian Federation,1539.8022304324536
791,2015,108508.09639247083,Russian Federation,1506.9952396082433
792,2016,110028.57130558767,Russian Federation,1520.47491311683
793,2017,111536.38908818488,Russian Federation,1507.817782597211
794,2018,113101.06209472331,Russian Federation,1564.6730065384318
795,2019,114649.90173053862,Russian Federation,1548.8396358153125
796,2020,116106.14941577143,Russian Federation,1456.2476852328182
797,2021,117687.48733715001,Russian Federation,1581.337921378577
798,1965,62.4899278504,Saudi Arabia,62.4899278504
799,1966,125.7512281674,Saudi Arabia,63.26130031700001
800,1967,189.83666300100003,Saudi Arabia,64.08543483360002
801,1968,254.81037795530005,Saudi Arabia,64.97371495430001
802,1969,320.75293647600006,Saudi Arabia,65.9425585207
803,1970,387.7994731072,Saudi Arabia,67.0465366312
804,1971,454.8765199589001,Saudi Arabia,67.0770468517
805,1972,526.7341527357,Saudi Arabia,71.8576327768
806,1973,603.2339811282001,Saudi Arabia,76.4998283925
807,1974,684.0973084511,Saudi Arabia,80.8633273229
808,1975,746.7616493372001,Saudi Arabia,62.66434088610001
809,1976,819.121154711751,Saudi Arabia,72.35950537455096
810,1977,904.7532045912865,Saudi Arabia,85.63204987953542
811,1978,999.6899583580262,Saudi Arabia,94.93675376673976
812,1979,1115.5307571504463,Saudi Arabia,115.84079879242017
813,1980,1213.4425129190656,Saudi Arabia,97.91175576861917
814,1981,1323.8867555221968,Saudi Arabia,110.44424260313133
815,1982,1446.394904571758,Saudi Arabia,122.5081490495611
816,1983,1580.27721912936,Saudi Arabia,133.88231455760197
817,1984,1737.1474493123133,Saudi Arabia,156.87023018295343
818,1985,1898.687927843634,Saudi Arabia,161.54047853132067
819,1986,2057.536044368323,Saudi Arabia,158.84811652468886
820,1987,2225.8287611155943,Saudi Arabia,168.29271674727136
821,1988,2399.0509933164376,Saudi Arabia,173.22223220084354
822,1989,2567.8313303531695,Saudi Arabia,168.78033703673162
823,1990,2770.1139104098547,Saudi Arabia,202.2825800566852
824,1991,2982.175024367378,Saudi Arabia,212.06111395752328
825,1992,3190.751303209768,Saudi Arabia,208.57627884239037
826,1993,3403.730926804592,Saudi Arabia,212.97962359482386
827,1994,3653.182856839767,Saudi Arabia,249.45193003517488
828,1995,3895.2357685117627,Saudi Arabia,242.05291167199556
829,1996,4141.781207129353,Saudi Arabia,246.54543861759012
830,1997,4392.6341837002155,Saudi Arabia,250.85297657086252
831,1998,4657.678285892845,Saudi Arabia,265.04410219262985
832,1999,4927.5133394426075,Saudi Arabia,269.8350535497621
833,2000,5205.701026840639,Saudi Arabia,278.1876873980318
834,2001,5492.866184201144,Saudi Arabia,287.1651573605053
835,2002,5788.045899500015,Saudi Arabia,295.17971529887154
836,2003,6102.704435648051,Saudi Arabia,314.65853614803484
837,2004,6443.082316423802,Saudi Arabia,340.37788077575135
838,2005,6785.836224589667,Saudi Arabia,342.7539081658648
839,2006,7146.127847400789,Saudi Arabia,360.291622811122
840,2007,7525.366042617729,Saudi Arabia,379.2381952169408
841,2008,7937.3425719237,Saudi Arabia,411.976529305971
842,2009,8364.205961439666,Saudi Arabia,426.8633895159648
843,2010,8836.169035684034,Saudi Arabia,471.9630742443674
844,2011,9335.993377532686,Saudi Arabia,499.8243418486534
845,2012,9861.005356310256,Saudi Arabia,525.0119787775697
846,2013,10395.122248356643,Saudi Arabia,534.1168920463876
847,2014,10968.42953765794,Saudi Arabia,573.307289301296
848,2015,11559.674041141041,Saudi Arabia,591.2445034831021
849,2016,12178.200966399603,Saudi Arabia,618.5269252585625
850,2017,12786.307152531257,Saudi Arabia,608.1061861316531
851,2018,13390.762772384356,Saudi Arabia,604.4556198530987
852,2019,13972.933460349048,Saudi Arabia,582.1706879646923
853,2020,14542.100170146117,Saudi Arabia,569.1667097970698
854,2021,15117.427314605015,Saudi Arabia,575.3271444588972
855,1965,113.20419410417682,South Africa,113.20419410417682
856,1966,226.72610698811414,South Africa,113.52191288393732
857,1967,343.56877267664674,South Africa,116.84266568853263
858,1968,466.673969414534,South Africa,123.10519673788721
859,1969,592.9260491483077,South Africa,126.25207973377373
860,1970,724.5477484259011,South Africa,131.62169927759336
861,1971,866.7653375442031,South Africa,142.21758911830204
862,1972,1012.4584653758388,South Africa,145.69312783163568
863,1973,1169.0682457104358,South Africa,156.6097803345969
864,1974,1330.8339296128765,South Africa,161.76568390244094
865,1975,1503.3338437507578,South Africa,172.499914137881
866,1976,1683.370912709865,South Africa,180.03706895910727
867,1977,1868.3648055898757,South Africa,184.99389288001086
868,1978,2050.6089073845937,South Africa,182.2441017947179
869,1979,2240.745224421867,South Africa,190.13631703727359
870,1980,2446.6028623184757,South Africa,205.85763789660817
871,1981,2686.8715216479413,South Africa,240.26865932946612
872,1982,2950.918334348885,South Africa,264.0468127009433
873,1983,3221.310495919168,South Africa,270.3921615702831
874,1984,3511.711584399555,South Africa,290.401088480387
875,1985,3808.831672841067,South Africa,297.1200884415117
876,1986,4108.255941188156,South Africa,299.42426834708857
877,1987,4415.017965599921,South Africa,306.76202441176554
878,1988,4745.562433499499,South Africa,330.54446789957797
879,1989,5058.087806218985,South Africa,312.52537271948654
880,1990,5382.957417095654,South Africa,324.8696108766688
881,1991,5702.178832804216,South Africa,319.22141570856166
882,1992,6029.412510522226,South Africa,327.2336777180102
883,1993,6359.006407395385,South Africa,329.5938968731599
884,1994,6699.303949360154,South Africa,340.2975419647675
885,1995,7050.457935658325,South Africa,351.15398629817236
886,1996,7407.763840657988,South Africa,357.30590499966274
887,1997,7772.913387522376,South Africa,365.14954686438784
888,1998,8130.464951286229,South Africa,357.55156376385213
889,1999,8500.575928308244,South Africa,370.11097702201533
890,2000,8872.225511690074,South Africa,371.6495833818309
891,2001,9248.701086754016,South Africa,376.4755750639405
892,2002,9615.263756329472,South Africa,366.56266957545733
893,2003,10015.042258819904,South Africa,399.7785024904319
894,2004,10454.186839388452,South Africa,439.1445805685473
895,2005,10875.850486225678,South Africa,421.6636468372252
896,2006,11306.709435606397,South Africa,430.8589493807211
897,2007,11747.752678087621,South Africa,441.0432424812238
898,2008,12223.707394953204,South Africa,475.9547168655827
899,2009,12698.109272574287,South Africa,474.4018776210829
900,2010,13172.973533931103,South Africa,474.86426135681575
901,2011,13639.25049625441,South Africa,466.2769623233062
902,2012,14101.302644309046,South Africa,462.05214805463567
903,2013,14564.090489850238,South Africa,462.7878455411923
904,2014,15031.281011682257,South Africa,467.19052183201944
905,2015,15486.351610053154,South Africa,455.07059837089787
906,2016,15960.250544142198,South Africa,473.8989340890438
907,2017,16430.15427631161,South Africa,469.9037321694083
908,2018,16881.807536382457,South Africa,451.6532600708503
909,2019,17355.512990681385,South Africa,473.7054542989297
910,2020,17792.73728879619,South Africa,437.22429811480475
911,2021,18231.65379783057,South Africa,438.9165090343795
912,1965,24.87125434860764,South Korea,24.87125434860764
913,1966,54.48206431239939,South Korea,29.61080996379175
914,1967,87.26392889051039,South Korea,32.781864578111
915,1968,123.56726733459942,South Korea,36.30333844408903
916,1969,166.05133191892142,South Korea,42.484064584322
917,1970,215.0853608993292,South Korea,49.03402898040778
918,1971,267.6876832908897,South Korea,52.602322391560506
919,1972,322.2777126145568,South Korea,54.59002932366707
920,1973,390.02526883580765,South Korea,67.7475562212509
921,1974,458.80377634637625,South Korea,68.7785075105686
922,1975,534.0699492126512,South Korea,75.26617286627484
923,1976,618.1658260141521,South Korea,84.09587680150103
924,1977,714.3913140160294,South Korea,96.22548800187721
925,1978,818.3552610490226,South Korea,103.96394703299323
926,1979,937.5358115974533,South Korea,119.18055054843066
927,1980,1060.964457916233,South Korea,123.4286463187797
928,1981,1189.6940108219308,South Korea,128.72955290569774
929,1982,1318.8132038774058,South Korea,129.11919305547505
930,1983,1454.1612505075636,South Korea,135.34804663015785
931,1984,1602.1941384593545,South Korea,148.03288795179083
932,1985,1761.118688209583,South Korea,158.92454975022852
933,1986,1931.1078739593615,South Korea,169.98918574977858
934,1987,2110.2607161375017,South Korea,179.15284217814016
935,1988,2314.3828329447233,South Korea,204.12211680722137
936,1989,2529.865052310308,South Korea,215.48221936558502
937,1990,2765.3026528151877,South Korea,235.43760050487947
938,1991,3029.1215609927353,South Korea,263.8189081775479
939,1992,3317.4625044348727,South Korea,288.34094344213713
940,1993,3635.3938517550796,South Korea,317.9313473202072
941,1994,3978.7600049120856,South Korea,343.36615315700567
942,1995,4351.4742230581305,South Korea,372.71421814604537
943,1996,4765.093716987164,South Korea,413.61949392903335
944,1997,5203.339490036695,South Korea,438.24577304953027
945,1998,5579.933732298112,South Korea,376.59424226141766
946,1999,5990.438496296285,South Korea,410.50476399817256
947,2000,6427.646735887091,South Korea,437.208239590807
948,2001,6878.2649155169765,South Korea,450.618179629885
949,2002,7347.2001368210795,South Korea,468.9352213041028
950,2003,7825.492866216714,South Korea,478.29272939563486
951,2004,8313.31720024541,South Korea,487.8243340286957
952,2005,8809.758134983405,South Korea,496.4409347379951
953,2006,9311.24614642033,South Korea,501.488011436924
954,2007,9824.592320960917,South Korea,513.3461745405875
955,2008,10350.464224868138,South Korea,525.8719039072207
956,2009,10880.66921879053,South Korea,530.2049939223933
957,2010,11467.535412139441,South Korea,586.8661933489107
958,2011,12081.241806705215,South Korea,613.7063945657742
959,2012,12693.856763830847,South Korea,612.6149571256306
960,2013,13313.845945467829,South Korea,619.989181636982
961,2014,13928.852189911271,South Korea,615.0062444434424
962,2015,14551.632631529035,South Korea,622.7804416177655
963,2016,15184.805263389762,South Korea,633.172631860727
964,2017,15826.633264224505,South Korea,641.8280008347413
965,2018,16485.743677271355,South Korea,659.1104130468514
966,2019,17121.066262014538,South Korea,635.3225847431836
967,2020,17709.90723323256,South Korea,588.8409712180198
968,2021,18313.667827378365,South Korea,603.7605941458072
969,1965,80.4331014405,Spain,80.4331014405
970,1966,165.14885804009998,Spain,84.7157565996
971,1967,260.6307752361,Spain,95.481917196
972,1968,359.7668455486,Spain,99.1360703125
973,1969,468.330115497,Spain,108.56326994840002
974,1970,589.3879463162,Spain,121.05783081920002
975,1971,716.1678173352001,Spain,126.77987101900001
976,1972,851.7089742310001,Spain,135.54115689580001
977,1973,1007.1446648666001,Spain,155.4356906356
978,1974,1169.1507800477002,Spain,162.00611518110003
979,1975,1337.5307855036988,Spain,168.3800054559987
980,1976,1522.7276198969828,Spain,185.19683439328398
981,1977,1701.8948851748908,Spain,179.16726527790797
982,1978,1876.031099835904,Spain,174.13621466101318
983,1979,2062.627277779904,Spain,186.59617794400003
984,1980,2270.8598672556363,Spain,208.23258947573214
985,1981,2482.7985227149907,Spain,211.93865545935458
986,1982,2691.412008071222,Spain,208.61348535623108
987,1983,2902.812831464661,Spain,211.40082339343945
988,1984,3104.6631052372104,Spain,201.850273772549
989,1985,3299.0493982346616,Spain,194.3862929974511
990,1986,3495.963491434344,Spain,196.91409319968264
991,1987,3699.40494887592,Spain,203.44145744157592
992,1988,3895.8731139460315,Spain,196.46816507011175
993,1989,4113.066833635587,Spain,217.19371968955488
994,1990,4327.668379064429,Spain,214.60154542884248
995,1991,4548.078881379832,Spain,220.41050231540297
996,1992,4789.091705390982,Spain,241.01282401114997
997,1993,5015.120787902392,Spain,226.02908251141028
998,1994,5249.253804644209,Spain,234.13301674181687
999,1995,5497.169487142295,Spain,247.91568249808577
1000,1996,5741.382355531997,Spain,244.21286838970195
1001,1997,6005.022696887755,Spain,263.6403413557583
1002,1998,6279.281349882891,Spain,274.258652995136
1003,1999,6578.074490164475,Spain,298.79314028158404
1004,2000,6887.398951389515,Spain,309.3244612250396
1005,2001,7201.390801751683,Spain,313.9918503621681
1006,2002,7533.692211850325,Spain,332.30141009864207
1007,2003,7873.773811903694,Spain,340.08160005336896
1008,2004,8235.867789838554,Spain,362.0939779348606
1009,2005,8610.809646439979,Spain,374.9418566014244
1010,2006,8980.180128636446,Spain,369.37048219646726
1011,2007,9360.718425569525,Spain,380.5382969330785
1012,2008,9715.518180374405,Spain,354.7997548048814
1013,2009,10031.791722977963,Spain,316.2735426035562
1014,2010,10331.941579906546,Spain,300.1498569285834
1015,2011,10640.470872142365,Spain,308.5292922358188
1016,2012,10946.744932740427,Spain,306.2740605980628
1017,2013,11221.252680097761,Spain,274.5077473573329
1018,2014,11493.106710760261,Spain,271.8540306625005
1019,2015,11780.976889506204,Spain,287.87017874594426
1020,2016,12061.598217845167,Spain,280.6213283389618
1021,2017,12359.849730685264,Spain,298.2515128400967
1022,2018,12652.857426760025,Spain,293.007696074761
1023,2019,12929.016272191124,Spain,276.15884543109945
1024,2020,13152.589499509895,Spain,223.57322731877088
1025,2021,13398.312449955429,Spain,245.72295044553456
1026,1965,3451.8918551264583,US,3451.8918551264583
1027,1966,7091.686859481017,US,3639.795004354559
1028,1967,10829.848178387307,US,3738.161318906289
1029,1968,14777.191637183234,US,3947.343458795928
1030,1969,18894.587884022218,US,4117.396246838984
1031,1970,23166.116015663254,US,4271.528131641036
1032,1971,27475.18461667619,US,4309.068601012937
1033,1972,32001.0153971073,US,4525.83078043111
1034,1973,36740.477844183384,US,4739.462447076081
1035,1974,41308.05775744665,US,4567.579913263271
1036,1975,45694.85805389616,US,4386.80029644951
1037,1976,50342.420834928555,US,4647.562781032393
1038,1977,55133.75752803932,US,4791.3366931107685
1039,1978,59967.45700219985,US,4833.69947416053
1040,1979,64888.59968865414,US,4921.142686454286
1041,1980,69630.97415279085,US,4742.3744641367075
1042,1981,74227.1800784316,US,4596.205925640754
1043,1982,78598.27429238662,US,4371.094213955015
1044,1983,82930.39105340374,US,4332.116761017128
1045,1984,87489.23261964736,US,4558.8415662436155
1046,1985,92065.23924822621,US,4576.006628578851
1047,1986,96663.42483862961,US,4598.185590403405
1048,1987,101413.27837850821,US,4749.8535398785925
1049,1988,106382.41661647944,US,4969.13823797123
1050,1989,111440.49464875493,US,5058.078032275493
1051,1990,116410.98646253363,US,4970.491813778704
1052,1991,121333.60468571413,US,4922.618223180496
1053,1992,126338.52597978963,US,5004.921294075497
1054,1993,131456.0793042638,US,5117.553324474168
1055,1994,136651.4680909728,US,5195.388786708998
1056,1995,141879.3619196404,US,5227.89382866758
1057,1996,147287.00093709637,US,5407.639017456006
1058,1997,152770.02702260614,US,5483.026085509749
1059,1998,158294.16614911376,US,5524.139126507642
1060,1999,163868.30632669188,US,5574.140177578098
1061,2000,169608.99093833653,US,5740.684611644673
1062,2001,175259.65931953958,US,5650.66838120305
1063,2002,180932.0064609967,US,5672.34714145711
1064,2003,186669.63804107852,US,5737.631580081823
1065,2004,192508.52014949665,US,5838.882108418122
1066,2005,198381.693175212,US,5873.173025715362
1067,2006,204176.9166551221,US,5795.2234799100825
1068,2007,210061.13550021438,US,5884.218845092296
1069,2008,215761.99755838537,US,5700.862058170966
1070,2009,221051.2424432495,US,5289.244884864145
1071,2010,226536.96620958846,US,5485.723766338967
1072,2011,231873.12322161914,US,5336.157012030681
1073,2012,236962.27120619648,US,5089.1479845773465
1074,2013,242208.88533468527,US,5246.614128488781
1075,2014,247460.54744208916,US,5251.662107403887
1076,2015,252598.02553213632,US,5137.478090047155
1077,2016,257636.02221712022,US,5037.996684983908
1078,2017,262614.78462591715,US,4978.762408796916
1079,2018,267747.5198813006,US,5132.735255383487
1080,2019,272728.46829616156,US,4980.948414860934
1081,2020,277149.075145903,US,4420.60684974144
1082,2021,281850.1809061424,US,4701.105760239381
1083,1985,694.3995007250583,Ukraine,694.3995007250583
1084,1986,1396.2207105421144,Ukraine,701.821209817056
