,Year,Cumulative global emissions,cume,Country,Million tonnes of carbon dioxide,ranked,pct
300,1980,17930.641592885288,3642.301788141117,India,310.3259031388854,6.0,0.017307016122725907
301,1981,17685.978926646443,3982.1358904383123,India,339.8341022971957,6.0,0.019214887889818035
302,1982,17515.03577723725,4323.912472090167,India,341.7765816518546,6.0,0.019513324779846096
303,1983,17637.730050881328,4688.521150218544,India,364.60867812837654,6.0,0.02067208632157048
304,1984,18313.856728539686,5074.5248803921895,India,386.003730173646,6.0,0.021077140434986093
305,1985,18578.96389625685,5483.529404672661,India,409.0045242804712,6.0,0.022014388238456847
306,1986,18896.077293196173,5921.464525180292,India,437.9351205076316,6.0,0.02317598058647426
307,1987,19498.72349879714,6396.259594961526,India,474.7950697812337,6.0,0.024350059110819403
308,1988,20144.453079073286,6908.009936423914,India,511.7503414623875,6.0,0.025404032537076442
309,1989,20522.94924718655,7466.979797149215,India,558.9698607253013,6.0,0.027236332068692776
310,1990,20674.113562623403,8069.043806104334,India,602.0640089551196,6.0,0.029121635959453527
311,1991,20723.465039529678,8703.924505373827,India,634.8806992694922,6.0,0.03063583710824746
312,1992,20836.666016816507,9375.840894958592,India,671.916389584766,6.0,0.03224682821342373
313,1993,20924.77615374221,10069.885835805684,India,694.0449408470921,6.0,0.03316857182832842
314,1994,21170.297454490697,10794.672372087389,India,724.7865362817046,6.0,0.03423601098849752
315,1995,21463.942458949707,11568.089093527802,India,773.4167214404133,6.0,0.03603330203291361
316,1996,22062.89643347672,12380.541744273303,India,812.4526507455012,6.0,0.036824387640814985
317,1997,22204.1288262245,13235.518544846575,India,854.9768005732708,6.0,0.038505307155464186
318,1998,22260.472883029448,14131.215960516387,India,895.6974156698129,6.0,0.04023712435833558
319,1999,22556.99387282719,15045.521735283166,India,914.3057747667782,6.0,0.04053313929690682
320,2000,23069.955730710037,16005.300135308937,India,959.7784000257705,6.0,0.041602958030307016
321,2001,23358.915198294562,16973.94337723672,India,968.6432419277813,6.0,0.04146781790613727
322,2002,23900.876789866597,17982.524671876956,India,1008.5812946402369,6.0,0.042198506084423285
323,2003,25085.058243243737,19031.90703275619,India,1049.3823608792338,6.0,0.04183296489502345
324,2004,26397.309142709997,20144.023685568074,India,1112.1166528118856,6.0,0.04212992494043708
325,2005,27455.05955427274,21344.269109465076,India,1200.245423897003,6.0,0.04371672993549245
326,2006,28316.292827953377,22596.127768447797,India,1251.8586589827216,6.0,0.04420983589161458
327,2007,29344.75498252213,23958.810477951076,India,1362.682709503278,6.0,0.046437010985946145
328,2008,29606.081556748075,25420.781287099686,India,1461.9708091486107,6.0,0.04938076004236993
329,2009,28966.792092613676,27014.93585949876,India,1594.1545723990728,6.0,0.055033866618788306
330,2010,30301.741784820064,28663.248586997546,India,1648.3127274987876,6.0,0.054396633012182984
331,2011,31194.973024475086,30391.599094016754,India,1728.3505070192073,6.0,0.055404776457513544
332,2012,31530.749508551926,32252.994153982647,India,1861.3950599658904,6.0,0.05903427888579159
333,2013,32010.37744731882,34186.95846901672,India,1933.964315034074,6.0,0.060416791967445614
334,2014,32119.310836364788,36277.68732163333,India,2090.728852616615,6.0,0.06509258132181145
335,2015,32128.2396330235,38424.22519415553,India,2146.537872522198,6.0,0.06681156194800808
336,2016,32290.036368734018,40665.719475211605,India,2241.494281056076,6.0,0.0694175211033978
337,2017,32649.346419607627,42985.95927992877,India,2320.239804717166,6.0,0.07106542884189992
338,2018,33357.08931424396,45428.556639055896,India,2442.597359127122,6.0,0.07322573429942815
339,2019,33290.92122968449,47894.33456271556,India,2465.777923659664,6.0,0.07406757856436263
340,2020,31341.989193406283,50175.575680889255,India,2281.241118173695,6.0,0.0727854605556951
341,2021,33139.76772360828,52728.40851443228,India,2552.832833543024,6.0,0.07703230918315772
342,1965,11001.518840048726,204.86931277739433,Italy,204.86931277739433,11.0,0.018621911733824468
343,1966,11497.002495872768,427.5515354198648,Italy,222.6822226424705,11.0,0.01936872004006346
344,1967,11851.263252096604,673.7335997240231,Italy,246.18206430415827,11.0,0.020772643309615646
345,1968,12483.67243368634,940.2016743210448,Italy,266.46807459702177,11.0,0.021345327347582096
346,1969,13255.523020558425,1228.4742953595382,Italy,288.2726210384935,11.0,0.021747359239722347
347,1970,14033.98414552271,1548.88348522268,Italy,320.4091898631418,11.0,0.022830949966931705
348,1971,14481.784815768166,1891.1941632842022,Italy,342.31067806152197,11.0,0.02363732664283236
349,1972,15165.882364461551,2248.9538955173643,Italy,357.7597322331623,11.0,0.02358977365349386
350,1973,16016.650206785453,2623.7879416306523,Italy,374.83404611328774,11.0,0.023402774067856544
351,1974,15911.427837435984,2998.7191732456376,Italy,374.9312316149854,11.0,0.02356364466128283
352,1975,15879.888805750468,3367.462461231912,Italy,368.74328798627437,11.0,0.02322077267019301
353,1976,16725.956476515323,3751.809024777764,Italy,384.34656354585195,11.0,0.02297904840811391
354,1977,17256.431650625585,4130.546677499574,Italy,378.7376527218098,11.0,0.021947622798835106
355,1978,17590.068223007984,4507.704517144156,Italy,377.1578396445824,11.0,0.021441522276261338
356,1979,18128.59181285465,4896.549147961217,Italy,388.8446308170617,11.0,0.02144924629729592
357,1980,17930.641592885288,5279.7336760073495,Italy,383.1845280461316,11.0,0.021370374621629586
358,1981,17685.978926646443,5653.783940521909,Italy,374.0502645145597,11.0,0.021149536933519678
359,1982,17515.03577723725,6024.368797883378,Italy,370.5848573614688,11.0,0.021158098794356175
360,1983,17637.730050881328,6377.50034454376,Italy,353.1315466603821,11.0,0.02002137155074197
361,1984,18313.856728539686,6732.955741868403,Italy,355.4553973246426,11.0,0.019409095669658327
362,1985,18578.96389625685,7087.345809194088,Italy,354.39006732568595,11.0,0.019074802518836146
363,1986,18896.077293196173,7449.900192754295,Italy,362.5543835602066,11.0,0.01918675383968449
364,1987,19498.72349879714,7828.059129526708,Italy,378.1589367724122,11.0,0.01939403555292943
365,1988,20144.453079073286,8211.90791084785,Italy,383.84878132114403,11.0,0.01905481274743064
366,1989,20522.94924718655,8615.12467591445,Italy,403.2167650665998,11.0,0.01964711602655627
367,1990,20674.113562623403,9018.905421281925,Italy,403.7807453674734,11.0,0.01953074041817522
368,1991,20723.465039529678,9426.100192523387,Italy,407.19477124146204,11.0,0.019648971369640382
369,1992,20836.666016816507,9829.71637608582,Italy,403.61618356243446,11.0,0.01937047813871426
370,1993,20924.77615374221,10226.225414881468,Italy,396.509038795647,11.0,0.01894926071764619
371,1994,21170.297454490697,10619.60389777827,Italy,393.37848289680124,11.0,0.018581622848825717
372,1995,21463.942458949707,11032.719479739548,Italy,413.11558196127874,11.0,0.01924695720515334
373,1996,22062.89643347672,11440.582338750148,Italy,407.862859010599,11.0,0.018486369649622976
374,1997,22204.1288262245,11855.043641935112,Italy,414.46130318496546,11.0,0.018665956517756287
375,1998,22260.472883029448,12281.357229249208,Italy,426.31358731409574,11.0,0.01915114694796539
376,1999,22556.99387282719,12708.570389147822,Italy,427.2131598986136,11.0,0.018939277206314577
377,2000,23069.955730710037,13142.94889213188,Italy,434.37850298405823,11.0,0.01882875320847827
378,2001,23358.915198294562,13572.46527472846,Italy,429.5163825965807,11.0,0.01838768534199481
379,2002,23900.876789866597,14005.476532038287,Italy,433.0112573098254,11.0,0.01811696119421911
380,2003,25085.058243243737,14456.2849527268,Italy,450.8084206885153,11.0,0.017971192903645475
381,2004,26397.309142709997,14924.576399788628,Italy,468.2914470618261,11.0,0.01774012057555312
382,2005,27455.05955427274,15394.77302527533,Italy,470.19662548670175,11.0,0.01712604645993298
383,2006,28316.292827953377,15861.853637632283,Italy,467.0806123569533,11.0,0.016495118735877
384,2007,29344.75498252213,16319.887566352309,Italy,458.0339287200256,11.0,0.015608715390291475
385,2008,29606.081556748075,16762.365498740237,Italy,442.4779323879299,11.0,0.014945508122707866
386,2009,28966.792092613676,17153.900872684335,Italy,391.5353739440953,11.0,0.013516697765229378
387,2010,30301.741784820064,17551.017012230917,Italy,397.11613954658515,11.0,0.013105389860642405
388,2011,31194.973024475086,17939.563826764756,Italy,388.5468145338364,11.0,0.01245543037427821
389,2012,31530.749508551926,18310.54953149221,Italy,370.9857047274543,11.0,0.01176583844373359
390,2013,32010.37744731882,18651.92161387965,Italy,341.37208238744023,11.0,0.010664419154358751
391,2014,32119.310836364788,18970.714577559003,Italy,318.7929636793542,11.0,0.009925274091448553
392,2015,32128.2396330235,19305.09027978316,Italy,334.3757022241554,11.0,0.010407532626856477
393,2016,32290.036368734018,19636.492022301813,Italy,331.40174251865517,11.0,0.01026328179795879
394,2017,32649.346419607627,19971.953157774708,Italy,335.46113547289394,11.0,0.010274666180497632
395,2018,33357.08931424396,20308.035517814216,Italy,336.0823600395067,11.0,0.010075290349029183
396,2019,33290.92122968449,20636.588865306374,Italy,328.5533474921587,11.0,0.009869157576786964
397,2020,31341.989193406283,20920.383856886834,Italy,283.79499158046127,11.0,0.009054785573092023
398,2021,33139.76772360828,21231.553357754543,Italy,311.16950086770834,11.0,0.009389610194703801
399,1965,11001.518840048726,446.89827084320245,Japan,446.89827084320245,5.0,0.04062150666109509
400,1966,11497.002495872768,939.7123207411227,Japan,492.8140498979202,5.0,0.042864568401618786
401,1967,11851.263252096604,1517.8667825264915,Japan,578.154461785369,5.0,0.04878420548822826
402,1968,12483.67243368634,2159.508856557716,Japan,641.6420740312243,5.0,0.05139850291968546
403,1969,13255.523020558425,2890.9847294844476,Japan,731.4758729267314,5.0,0.05518272434759922
404,1970,14033.98414552271,3701.5045396933333,Japan,810.5198102088858,5.0,0.05775407765922748
405,1971,14481.784815768166,4546.851090980588,Japan,845.3465512872552,5.0,0.058373091579624815
406,1972,15165.882364461551,5427.763967616045,Japan,880.912876635457,5.0,0.058085171404185086
407,1973,16016.650206785453,6422.74293581693,Japan,994.9789682008843,5.0,0.0621215394826667
408,1974,15911.427837435984,7408.436204770387,Japan,985.6932689534572,5.0,0.06194876280269105
409,1975,15879.888805750468,8331.993124391236,Japan,923.5569196208492,5.0,0.058158903435545986
410,1976,16725.956476515323,9283.189606326121,Japan,951.1964819348857,5.0,0.05686948206940794
411,1977,17256.431650625585,10243.842846347741,Japan,960.6532400216194,5.0,0.055669286644599754
412,1978,17590.068223007984,11168.117243037865,Japan,924.274396690123,5.0,0.05254524229082653
413,1979,18128.59181285465,12117.769181461135,Japan,949.6519384232712,5.0,0.05238420878062302
414,1980,17930.641592885288,13038.484806851127,Japan,920.7156253899927,5.0,0.051348727295699455
415,1981,17685.978926646443,13953.2244793877,Japan,914.739672536571,5.0,0.05172117847310027
416,1982,17515.03577723725,14816.822851174724,Japan,863.5983717870256,5.0,0.04930611520128142
417,1983,17637.730050881328,15680.83384249044,Japan,864.0109913157153,5.0,0.04898651860660165
418,1984,18313.856728539686,16633.479390440833,Japan,952.6455479503928,5.0,0.05201774601992068
419,1985,18578.96389625685,17563.93208630373,Japan,930.4526958628937,5.0,0.05008097873802071
420,1986,18896.077293196173,18483.735153569556,Japan,919.8030672658289,5.0,0.048676931883477124
421,1987,19498.72349879714,19411.342902043503,Japan,927.6077484739485,5.0,0.047572742314704444
422,1988,20144.453079073286,20410.631734370272,Japan,999.2888323267689,5.0,0.04960615353538005
423,1989,20522.94924718655,21436.121772502323,Japan,1025.4900381320508,5.0,0.04996796638634349
424,1990,20674.113562623403,22520.23896162481,Japan,1084.1171891224883,5.0,0.052438388027550395
425,1991,20723.465039529678,23621.073959110458,Japan,1100.8349974856462,5.0,0.053120218814074825
426,1992,20836.666016816507,24734.345336123642,Japan,1113.2713770131854,5.0,0.05342847920654413
427,1993,20924.77615374221,25841.829249567236,Japan,1107.4839134435917,5.0,0.052926918085359216
428,1994,21170.297454490697,27013.31919408244,Japan,1171.489944515205,5.0,0.05533648958091071
429,1995,21463.942458949707,28200.794966616086,Japan,1187.4757725336467,5.0,0.05532421524166504
430,1996,22062.89643347672,29409.34492734678,Japan,1208.5499607306954,5.0,0.054777484197266364
431,1997,22204.1288262245,30616.906432742726,Japan,1207.5615053959423,5.0,0.05438454779499093
432,1998,22260.472883029448,31792.715511165803,Japan,1175.8090784230792,5.0,0.05282048969047158
433,1999,22556.99387282719,33000.65406023957,Japan,1207.9385490737636,5.0,0.053550511024825935
434,2000,23069.955730710037,34230.652231452674,Japan,1229.998171213103,5.0,0.05331601783594955
435,2001,23358.915198294562,35454.201691015725,Japan,1223.5494595630532,5.0,0.052380405903968724
436,2002,23900.876789866597,36688.55984732919,Japan,1234.358156313467,5.0,0.051644890150507175
437,2003,25085.058243243737,37962.87743235483,Japan,1274.3175850256396,5.0,0.05079986550833929
438,2004,26397.309142709997,39221.307408476714,Japan,1258.4299761218865,5.0,0.04767266122916246
439,2005,27455.05955427274,40512.92572126026,Japan,1291.6183127835473,5.0,0.047044819197361275
440,2006,28316.292827953377,41781.90385755012,Japan,1268.9781362898545,5.0,0.044814416350333126
441,2007,29344.75498252213,43064.5281606579,Japan,1282.624303107783,5.0,0.04370880942341212
442,2008,29606.081556748075,44357.59541518176,Japan,1293.0672545238535,5.0,0.04367573101645822
443,2009,28966.792092613676,45481.671574678614,Japan,1124.076159496859,5.0,0.03880568327700637
444,2010,30301.741784820064,46677.58511182351,Japan,1195.9135371448947,5.0,0.03946682489862674
445,2011,31194.973024475086,47885.04953650906,Japan,1207.4644246855494,5.0,0.03870701935655439
446,2012,31530.749508551926,49178.84226409882,Japan,1293.7927275897662,5.0,0.04103272988289915
447,2013,32010.37744731882,50461.03000328878,Japan,1282.18773918996,5.0,0.040055377082014246
448,2014,32119.310836364788,51709.68406959259,Japan,1248.654066303812,5.0,0.038875493707359154
449,2015,32128.2396330235,52918.83003164973,Japan,1209.1459620571372,5.0,0.037634989525361304
450,2016,32290.036368734018,54108.08524810196,Japan,1189.2552164522278,5.0,0.03683040808228283
451,2017,32649.346419607627,55290.8294732452,Japan,1182.7442251432394,5.0,0.03622566314016443
452,2018,33357.08931424396,56452.35170303287,Japan,1161.522229787672,5.0,0.03482085078963065
453,2019,33290.92122968449,57574.056802837855,Japan,1121.7050998049842,5.0,0.03369402402733134
454,2020,31341.989193406283,58603.576317821404,Japan,1029.5195149835495,5.0,0.032847931528230484
455,2021,33139.76772360828,59657.27727919335,Japan,1053.7009613719438,5.0,0.031795665261144926
456,1965,11001.518840048726,1919.0468705296698,Russian Federation,1919.0468705296698,4.0,0.1744347210990342
457,1966,11497.002495872768,3946.5287954703094,Russian Federation,2027.4819249406396,4.0,0.1763487418280088
458,1967,11851.263252096604,6067.318260499236,Russian Federation,2120.7894650289263,4.0,0.1789504983490885
459,1968,12483.67243368634,8240.170007921894,Russian Federation,2172.851747422657,4.0,0.17405549200084458
460,1969,13255.523020558425,10493.676815694389,Russian Federation,2253.506807772497,4.0,0.17000512196142387
461,1970,14033.98414552271,12831.024446553693,Russian Federation,2337.3476308593026,4.0,0.16654911439421793
462,1971,14481.784815768166,15262.876349290695,Russian Federation,2431.8519027370025,4.0,0.1679248748461678
463,1972,15165.882364461551,17813.393668514105,Russian Federation,2550.517319223412,4.0,0.1681746737796199
464,1973,16016.650206785453,20473.892981184796,Russian Federation,2660.4993126706895,4.0,0.1661083483950701
465,1974,15911.427837435984,23236.425709760886,Russian Federation,2762.532728576091,4.0,0.17361941095421227
466,1975,15879.888805750468,26132.048329580695,Russian Federation,2895.6226198198083,4.0,0.1823452705015943
467,1976,16725.956476515323,29122.06867523015,Russian Federation,2990.0203456494564,4.0,0.17876528316020082
468,1977,17256.431650625585,32220.1147327877,Russian Federation,3098.0460575575503,4.0,0.17952993528909778
469,1978,17590.068223007984,35415.796777704876,Russian Federation,3195.6820449171737,4.0,0.18167536387023162
470,1979,18128.59181285465,38674.268660013244,Russian Federation,3258.471882308371,4.0,0.17974213970650763
471,1980,17930.641592885288,41954.693797354565,Russian Federation,3280.42513734132,4.0,0.18295079517081878
472,1981,17685.978926646443,45267.6683450835,Russian Federation,3312.9745477289302,4.0,0.18732209064986857
473,1982,17515.03577723725,48644.41461661518,Russian Federation,3376.7462715316815,4.0,0.1927912859829919
474,1983,17637.730050881328,52059.165490851534,Russian Federation,3414.7508742363566,4.0,0.19360489498282843
475,1984,18313.856728539686,55533.8048940774,Russian Federation,3474.639403225866,4.0,0.18972734442172998
476,1985,18578.96389625685,57706.20342887484,Russian Federation,2172.3985347974417,4.0,0.11692786244313227
477,1986,18896.077293196173,59917.0081384969,Russian Federation,2210.8047096220566,4.0,0.1169980771838868
478,1987,19498.72349879714,62185.337439089395,Russian Federation,2268.329300592493,4.0,0.11633219480918452
479,1988,20144.453079073286,64477.100390158885,Russian Federation,2291.762951069489,4.0,0.11376645184029578
480,1989,20522.94924718655,66767.17592286102,Russian Federation,2290.0755327021293,4.0,0.11158608371143691
481,1990,20674.113562623403,69001.09646869075,Russian Federation,2233.920545829739,4.0,0.10805399414407926
482,1991,20723.465039529678,71169.01709967092,Russian Federation,2167.920630980173,4.0,0.10461187966611274
483,1992,20836.666016816507,73241.57988382094,Russian Federation,2072.562784150016,4.0,0.09946710200553806
484,1993,20924.77615374221,75136.78890049175,Russian Federation,1895.2090166708115,4.0,0.09057248702428151
485,1994,21170.297454490697,76863.06215347859,Russian Federation,1726.2732529868408,4.0,0.08154222947021746
486,1995,21463.942458949707,78479.48027636885,Russian Federation,1616.4181228902548,4.0,0.07530853784115814
487,1996,22062.89643347672,80042.42614067762,Russian Federation,1562.9458643087778,4.0,0.07084046598420647
488,1997,22204.1288262245,81506.08133116907,Russian Federation,1463.6551904914493,4.0,0.06591815431924439
489,1998,22260.472883029448,82951.38717153904,Russian Federation,1445.305840369964,4.0,0.06492700527812287
490,1999,22556.99387282719,84397.20115139663,Russian Federation,1445.8139798575905,4.0,0.06409603992486161
491,2000,23069.955730710037,85849.96420770235,Russian Federation,1452.76305630572,4.0,0.06297207819830557
492,2001,23358.915198294562,87316.03689782147,Russian Federation,1466.072690119122,4.0,0.06276287565897581
493,2002,23900.876789866597,88781.77214242515,Russian Federation,1465.7352446036766,4.0,0.061325584726042916
494,2003,25085.058243243737,90276.44755065406,Russian Federation,1494.675408228921,4.0,0.059584290924717634
495,2004,26397.309142709997,91766.43836418814,Russian Federation,1489.9908135340797,4.0,0.05644479918308501
496,2005,27455.05955427274,93232.17233667946,Russian Federation,1465.7339724913086,4.0,0.053386661558459496
497,2006,28316.292827953377,94768.8197428268,Russian Federation,1536.6474061473484,4.0,0.05426725226652535
498,2007,29344.75498252213,96297.07166727992,Russian Federation,1528.251924453119,4.0,0.05207921910962804
499,2008,29606.081556748075,97852.44040758559,Russian Federation,1555.3687403056585,4.0,0.05253544739868304
500,2009,28966.792092613676,99298.98353945905,Russian Federation,1446.5431318734686,4.0,0.0499379816463117
501,2010,30301.741784820064,100791.36830497041,Russian Federation,1492.3847655113675,4.0,0.04925079145975006
502,2011,31194.973024475086,102350.1646936404,Russian Federation,1558.7963886699765,4.0,0.0499694738458972
503,2012,31530.749508551926,103922.54389006409,Russian Federation,1572.3791964236868,4.0,0.04986811988079187
504,2013,32010.37744731882,105461.29892243014,Russian Federation,1538.7550323660553,4.0,0.048070505725790524
505,2014,32119.310836364788,107001.10115286258,Russian Federation,1539.8022304324536,4.0,0.0479400768676868
506,2015,32128.2396330235,108508.09639247083,Russian Federation,1506.9952396082433,4.0,0.046905627473571736
507,2016,32290.036368734018,110028.57130558767,Russian Federation,1520.47491311683,4.0,0.04708805204657757
508,2017,32649.346419607627,111536.38908818488,Russian Federation,1507.817782597211,4.0,0.04618217354855496
509,2018,33357.08931424396,113101.06209472331,Russian Federation,1564.6730065384318,4.0,0.04690676071279078
510,2019,33290.92122968449,114649.90173053862,Russian Federation,1548.8396358153125,4.0,0.04652438498560562
511,2020,31341.989193406283,116106.14941577143,Russian Federation,1456.2476852328182,4.0,0.04646315446816576
512,2021,33139.76772360828,117687.48733715001,Russian Federation,1581.337921378577,4.0,0.047717230083421956
513,1965,11001.518840048726,3451.8918551264583,US,3451.8918551264583,2.0,0.31376502693069697
514,1966,11497.002495872768,7091.686859481017,US,3639.795004354559,2.0,0.3165864324776118
515,1967,11851.263252096604,10829.848178387307,US,3738.161318906289,2.0,0.3154230261693809
516,1968,12483.67243368634,14777.191637183234,US,3947.343458795928,2.0,0.3162004994735596
517,1969,13255.523020558425,18894.587884022218,US,4117.396246838984,2.0,0.3106174113577547
518,1970,14033.98414552271,23166.116015663254,US,4271.528131641036,2.0,0.30437031190489056
519,1971,14481.784815768166,27475.18461667619,US,4309.068601012937,2.0,0.2975509342136547
520,1972,15165.882364461551,32001.0153971073,US,4525.83078043111,2.0,0.2984218571440696
521,1973,16016.650206785453,36740.477844183384,US,4739.462447076081,2.0,0.2959084693669721
522,1974,15911.427837435984,41308.05775744665,US,4567.579913263271,2.0,0.28706285569902096
523,1975,15879.888805750468,45694.85805389616,US,4386.80029644951,2.0,0.27624880439093186
524,1976,16725.956476515323,50342.420834928555,US,4647.562781032393,2.0,0.2778652920422201
525,1977,17256.431650625585,55133.75752803932,US,4791.3366931107685,2.0,0.27765512535362846
526,1978,17590.068223007984,59967.45700219985,US,4833.69947416053,2.0,0.27479708508679934
527,1979,18128.59181285465,64888.59968865414,US,4921.142686454286,2.0,0.27145752616950614
528,1980,17930.641592885288,69630.97415279085,US,4742.3744641367075,2.0,0.2644843710455089
529,1981,17685.978926646443,74227.1800784316,US,4596.205925640754,2.0,0.2598785142006426
530,1982,17515.03577723725,78598.27429238662,US,4371.094213955015,2.0,0.2495623913960679
531,1983,17637.730050881328,82930.39105340374,US,4332.116761017128,2.0,0.24561645679573485
532,1984,18313.856728539686,87489.23261964736,US,4558.8415662436155,2.0,0.24892853721735594
533,1985,18578.96389625685,92065.23924822621,US,4576.006628578851,2.0,0.2463004209562402
534,1986,18896.077293196173,96663.42483862961,US,4598.185590403405,2.0,0.24334074840279432
535,1987,19498.72349879714,101413.27837850821,US,4749.8535398785925,2.0,0.2435981791408862
536,1988,20144.453079073286,106382.41661647944,US,4969.13823797123,2.0,0.24667526184333757
537,1989,20522.94924718655,111440.49464875493,US,5058.078032275493,2.0,0.24645960828309774
538,1990,20674.113562623403,116410.98646253363,US,4970.491813778704,2.0,0.2404210366128986
539,1991,20723.465039529678,121333.60468571413,US,4922.618223180496,2.0,0.23753837564281266
540,1992,20836.666016816507,126338.52597978963,US,5004.921294075497,2.0,0.2401977979603939
541,1993,20924.77615374221,131456.0793042638,US,5117.553324474168,2.0,0.24456908340971378
542,1994,21170.297454490697,136651.4680909728,US,5195.388786708998,2.0,0.24540934287188954
543,1995,21463.942458949707,141879.3619196404,US,5227.89382866758,2.0,0.2435663363646287
544,1996,22062.89643347672,147287.00093709637,US,5407.639017456006,2.0,0.2451010470796947
545,1997,22204.1288262245,152770.02702260614,US,5483.026085509749,2.0,0.24693723083762437
546,1998,22260.472883029448,158294.16614911376,US,5524.139126507642,2.0,0.24815910944636935
547,1999,22556.99387282719,163868.30632669188,US,5574.140177578098,2.0,0.24711360959728187
548,2000,23069.955730710037,169608.99093833653,US,5740.684611644673,2.0,0.24883812863164037
549,2001,23358.915198294562,175259.65931953958,US,5650.66838120305,2.0,0.24190628431304917
550,2002,23900.876789866597,180932.0064609967,US,5672.34714145711,2.0,0.237327993919539
551,2003,25085.058243243737,186669.63804107852,US,5737.631580081823,2.0,0.2287270583327094
552,2004,26397.309142709997,192508.52014949665,US,5838.882108418122,2.0,0.2211923221738915
553,2005,27455.05955427274,198381.693175212,US,5873.173025715362,2.0,0.213919515057156
554,2006,28316.292827953377,204176.9166551221,US,5795.2234799100825,2.0,0.20466038810663567
555,2007,29344.75498252213,210061.13550021438,US,5884.218845092296,2.0,0.2005202922497381
556,2008,29606.081556748075,215761.99755838537,US,5700.862058170966,2.0,0.19255712875220313
557,2009,28966.792092613676,221051.2424432495,US,5289.244884864145,2.0,0.18259684634574586
558,2010,30301.741784820064,226536.96620958846,US,5485.723766338967,2.0,0.18103658216396956
559,2011,31194.973024475086,231873.12322161914,US,5336.157012030681,2.0,0.1710582345381102
560,2012,31530.749508551926,236962.27120619648,US,5089.1479845773465,2.0,0.16140269622189105
561,2013,32010.37744731882,242208.88533468527,US,5246.614128488781,2.0,0.16390353837980862
562,2014,32119.310836364788,247460.54744208916,US,5251.662107403887,2.0,0.16350481908404052
563,2015,32128.2396330235,252598.02553213632,US,5137.478090047155,2.0,0.15990537137199762
564,2016,32290.036368734018,257636.02221712022,US,5037.996684983908,2.0,0.156023258303361
565,2017,32649.346419607627,262614.78462591715,US,4978.762408796916,2.0,0.15249194715294243
566,2018,33357.08931424396,267747.5198813006,US,5132.735255383487,2.0,0.1538723959704642
567,2019,33290.92122968449,272728.46829616156,US,4980.948414860934,2.0,0.1496188219153147
568,2020,31341.989193406283,277149.075145903,US,4420.60684974144,2.0,0.1410442337422363
569,2021,33139.76772360828,281850.1809061424,US,4701.105760239381,2.0,0.14185693151042766
570,1965,11001.518840048726,688.0980406031665,United Kingdom,688.0980406031665,8.0,0.06254573124015292
571,1966,11497.002495872768,1369.045005056002,United Kingdom,680.9469644528356,8.0,0.059228217502543305
572,1967,11851.263252096604,2039.1424468464893,United Kingdom,670.0974417904872,8.0,0.05654227971621004
573,1968,12483.67243368634,2728.8854569958557,United Kingdom,689.7430101493665,8.0,0.05525161075903769
574,1969,13255.523020558425,3436.511189842318,United Kingdom,707.6257328464621,8.0,0.053383463764423496
575,1970,14033.98414552271,4161.05371286212,United Kingdom,724.5425230198025,8.0,0.051627714233306636
576,1971,14481.784815768166,4858.481413576833,United Kingdom,697.4277007147128,8.0,0.04815896034826691
577,1972,15165.882364461551,5549.018224597633,United Kingdom,690.5368110207997,8.0,0.04553225420229722
578,1973,16016.650206785453,6277.6957725693355,United Kingdom,728.6775479717029,8.0,0.04549500292283331
579,1974,15911.427837435984,6952.93345759664,United Kingdom,675.2376850273045,8.0,0.042437277906551114
580,1975,15879.888805750468,7588.889195491328,United Kingdom,635.9557378946872,8.0,0.04004787096899527
581,1976,16725.956476515323,8234.618781506324,United Kingdom,645.7295860149967,8.0,0.038606437062158834
582,1977,17256.431650625585,8888.658646907514,United Kingdom,654.0398654011897,8.0,0.03790122307107908
583,1978,17590.068223007984,9526.449463092604,United Kingdom,637.7908161850906,8.0,0.03625857546992649
584,1979,18128.59181285465,10191.666524943033,United Kingdom,665.2170618504288,8.0,0.036694359314700636
585,1980,17930.641592885288,10798.202778624369,United Kingdom,606.5362536813349,8.0,0.033826801486122104
586,1981,17685.978926646443,11383.037217861516,United Kingdom,584.8344392371487,8.0,0.03306768834582362
587,1982,17515.03577723725,11950.281555131007,United Kingdom,567.2443372694892,8.0,0.03238613637356577
588,1983,17637.730050881328,12512.73573622192,United Kingdom,562.4541810909149,8.0,0.031889261229667704
589,1984,18313.856728539686,13051.352287505864,United Kingdom,538.6165512839434,8.0,0.029410328980273275
590,1985,18578.96389625685,13623.991957073433,United Kingdom,572.6396695675679,8.0,0.030821937798314956
591,1986,18896.077293196173,14214.796516325405,United Kingdom,590.8045592519723,8.0,0.03126598976522501
592,1987,19498.72349879714,14809.106504106521,United Kingdom,594.3099877811163,8.0,0.030479430503118774
593,1988,20144.453079073286,15403.370847963624,United Kingdom,594.2643438571038,8.0,0.02950014783347208
594,1989,20522.94924718655,15987.675463672584,United Kingdom,584.3046157089587,8.0,0.028470791827790536
595,1990,20674.113562623403,16582.85786604996,United Kingdom,595.1824023773752,8.0,0.028788774937049857
596,1991,20723.465039529678,17188.341704398594,United Kingdom,605.4838383486351,8.0,0.029217306912414715
597,1992,20836.666016816507,17776.92290289326,United Kingdom,588.5811984946652,8.0,0.02824737882824646
598,1993,20924.77615374221,18351.554179977695,United Kingdom,574.6312770844356,8.0,0.027461764602039387
599,1994,21170.297454490697,18912.92082253509,United Kingdom,561.3666425573931,8.0,0.026516710205142374
