,Year,Original Name,value,Global GDP,percentage
426,2014,Japan,4376627829637.51,71309007536300.45,0.061375525769441545
427,2015,Japan,4444930651964.18,73538145625813.94,0.06044387731207469
428,2016,Japan,4478437728055.55,75582990729964.86,0.059251925397549456
429,2017,Japan,4553466417292.21,78135408518116.25,0.05827660600554045
430,2018,Japan,4580061760588.24,80706893831004.47,0.05674932515899599
431,2019,Japan,4569053543631.89,82780615837913.9,0.0551947276229279
432,2020,Japan,4363130661935.36,80173429111037.55,0.0544211556161901
433,2021,Japan,4435430839945.36,84737960665091.25,0.05234290281631224
434,1960,Rest of the World,2170473955363.2495,8509615886454.817,0.25506133112519236
435,1961,Rest of the World,2286738425978.395,8842199759037.922,0.25861646290461143
436,1962,Rest of the World,2389820576348.0776,9310481229585.463,0.2566806717523968
437,1963,Rest of the World,2513408218152.6177,9790702259521.26,0.2567137832945925
438,1964,Rest of the World,2688798180000.085,10432203240096.818,0.2577402029195063
439,1965,Rest of the World,2872352047595.381,11030164412586.125,0.2604088153316956
440,1966,Rest of the World,3009445155628.242,11677006408386.793,0.2577240304901061
441,1967,Rest of the World,3139622453130.615,12162266531514.809,0.2581445197731229
442,1968,Rest of the World,3408169087995.5254,12969530807906.8,0.2627827589505207
443,1969,Rest of the World,3648245956712.65,13720926265245.146,0.26588918897943425
444,1970,Rest of the World,3978991730582.294,15721452634723.645,0.2530931347777608
445,1971,Rest of the World,4195857503915.1816,16389206325984.797,0.2560134652318535
446,1972,Rest of the World,4456272666919.084,17305260564259.117,0.25750971216941443
447,1973,Rest of the World,4734500223194.019,18409282179237.074,0.25718005607702776
448,1974,Rest of the World,4986674103233.34,18745360470339.18,0.26602177702177365
449,1975,Rest of the World,5104283109005.719,18920644358504.438,0.2697732176711756
450,1976,Rest of the World,5412598467067.275,19921299259238.04,0.2716990692540954
451,1977,Rest of the World,5682720970664.476,20800499416368.227,0.27320117930402466
452,1978,Rest of the World,5783790727335.292,21652292209205.65,0.26712140550533797
453,1979,Rest of the World,6041448387478.795,22547605305337.36,0.26794190805037255
454,1980,Rest of the World,6682160969408.836,23402014710452.242,0.2855378501417797
455,1981,Rest of the World,6822424260382.852,23857380399675.453,0.28596703184041367
456,1982,Rest of the World,6839961197351.281,23948885683595.227,0.2856066577676553
457,1983,Rest of the World,6854599162315.039,24572837619215.03,0.278950248584844
458,1984,Rest of the World,7075831884063.192,25746906924074.73,0.27482259927101815
459,1985,Rest of the World,7226412862830.691,26710420980087.812,0.2705465731228222
460,1986,Rest of the World,7424522374519.0625,27622286354207.55,0.2687873943276287
461,1987,Rest of the World,7835603074658.2295,28828124472187.57,0.27180412247136515
462,1988,Rest of the World,8145520484624.529,30179081108119.156,0.2699061795633373
463,1989,Rest of the World,9604497887291.459,32500407108040.684,0.29551931012320404
464,1990,Rest of the World,10530804165570.113,34035570922146.652,0.309405832787656
465,1991,Rest of the World,10679000672061.09,34590690017078.934,0.3087247079138462
466,1992,Rest of the World,10766899503767.338,35359079190278.03,0.30450169377509395
467,1993,Rest of the World,10849512143452.428,35979407329089.234,0.3015478282956771
468,1994,Rest of the World,11030381789491.48,37152453490009.11,0.29689511064074753
469,1995,Rest of the World,11568934245762.398,38569136843817.61,0.29995315406227
470,1996,Rest of the World,12003221795878.314,39944510926184.84,0.30049740296131244
471,1997,Rest of the World,13506522879180.473,42495979157685.61,0.3178306076690964
472,1998,Rest of the World,13833242633920.182,43711875686072.875,0.31646417402142313
473,1999,Rest of the World,14305696323820.043,45310401018022.46,0.31572654406942624
474,2000,Rest of the World,15048026436509.229,47376894269236.83,0.3176237418812896
475,2001,Rest of the World,15372289575483.713,48346601240146.15,0.3179600878069344
476,2002,Rest of the World,15774566904079.664,49458013392898.16,0.31894865608056927
477,2003,Rest of the World,16334152709659.479,50988456954053.82,0.32035001028523646
478,2004,Rest of the World,17198937566034.375,53239516497223.04,0.3230483426146717
479,2005,Rest of the World,17955110343072.805,55353650416971.33,0.3243708447016495
480,2006,Rest of the World,18874502104972.67,57780047328728.94,0.3266612434148707
481,2007,Rest of the World,19802755281685.277,60285207816475.87,0.32848448232890076
482,2008,Rest of the World,20396488517360.16,61557882717691.64,0.33133836995173716
483,2009,Rest of the World,20017488157320.113,60732455333372.03,0.3296011670768175
484,2010,Rest of the World,20813616866223.61,63436183446950.984,0.3281032328123769
485,2011,Rest of the World,21510394771918.047,65517911008592.41,0.328313196205188
486,2012,Rest of the World,22037359973796.58,67289476929364.234,0.327500836377876
487,2013,Rest of the World,22583503349435.57,69176772533305.99,0.32646078332958467
488,2014,Rest of the World,23220876724725.21,71309007536300.45,0.3256373567238953
489,2015,Rest of the World,23885795700084.06,73538145625813.94,0.3248082406323213
490,2016,Rest of the World,24489243203493.375,75582990729964.86,0.3240046863319556
491,2017,Rest of the World,25252276911564.434,78135408518116.25,0.32318608669857424
492,2018,Rest of the World,26001346541500.836,80706893831004.47,0.32217008123179836
493,2019,Rest of the World,26537179683426.81,82780615837913.9,0.3205723878086041
494,2020,Rest of the World,25486874472948.957,80173429111037.55,0.3178967739754586
495,2021,Rest of the World,26690131153292.41,84737960665091.25,0.3149725452891116
496,1960,South Korea,25699427356.491,8509615886454.817,0.0030200455225479765
497,1961,South Korea,27481937749.6061,8842199759037.922,0.0031080430773480147
498,1962,South Korea,28552434121.6851,9310481229585.463,0.0030666979952610205
499,1963,South Korea,31128025938.0325,9790702259521.26,0.0031793455783788263
500,1964,South Korea,34077040553.5922,10432203240096.818,0.0032665238367495554
501,1965,South Korea,36570946132.6119,11030164412586.125,0.0033155395300256906
502,1966,South Korea,40957249543.0566,11677006408386.793,0.0035075128085602335
503,1967,South Korea,44676006656.8979,12162266531514.809,0.003673329024744988
504,1968,South Korea,50557946174.6043,12969530807906.8,0.003898209343377475
505,1969,South Korea,57919874111.2533,13720926265245.146,0.004221280181204915
506,1970,South Korea,63742405456.3578,15721452634723.645,0.004054485735979084
507,1971,South Korea,70464369462.2544,16389206325984.797,0.004299437572552515
508,1972,South Korea,75547923255.6032,17305260564259.117,0.004365604492060278
509,1973,South Korea,86803296623.1493,18409282179237.074,0.0047151918134565015
510,1974,South Korea,95059883349.5778,18745360470339.18,0.005071115250090349
511,1975,South Korea,102512514835.467,18920644358504.438,0.00541802450767961
512,1976,South Korea,116066153475.533,19921299259238.04,0.005826234120834765
513,1977,South Korea,130384053502.717,20800499416368.227,0.006268313605976009
514,1978,South Korea,144665000232.063,21652292209205.65,0.006681278768746594
515,1979,South Korea,157209230368.008,22547605305337.36,0.00697232492050028
516,1980,South Korea,154622057494.204,23402014710452.242,0.006607211362239843
517,1981,South Korea,165826244355.892,23857380399675.453,0.0069507314540764855
518,1982,South Korea,179652966098.885,23948885683595.227,0.00750151670822604
519,1983,South Korea,203683660321.396,24572837619215.03,0.008288975961088152
520,1984,South Korea,225175627620.38,25746906924074.73,0.0087457351007017
521,1985,South Korea,242826838879.643,26710420980087.812,0.009091089918076039
522,1986,South Korea,270332469174.275,27622286354207.55,0.009786752106894177
523,1987,South Korea,304728740250.584,28828124472187.57,0.010570536440710054
524,1988,South Korea,341258754859.513,30179081108119.156,0.011307791434633948
525,1989,South Korea,365395623509.547,32500407108040.684,0.01124280142999031
526,1990,South Korea,401487768060.593,34035570922146.652,0.011796122620624188
527,1991,South Korea,444760345044.788,34590690017078.934,0.012857804941884375
528,1992,South Korea,472329450142.885,35359079190278.03,0.013358081176298048
529,1993,South Korea,504813785878.624,35979407329089.234,0.014030630945676631
530,1994,South Korea,551603291318.848,37152453490009.11,0.014847021919216802
531,1995,South Korea,604637550473.74,38569136843817.61,0.015676719780433966
532,1996,South Korea,652347705779.257,39944510926184.84,0.016331347928749407
533,1997,South Korea,692601162968.022,42495979157685.61,0.016298039878033063
534,1998,South Korea,657074545321.938,43711875686072.875,0.015031945781527965
535,1999,South Korea,732420905134.784,45310401018022.46,0.016164520478277374
536,2000,South Korea,798784342587.129,47376894269236.83,0.01686020907254367
537,2001,South Korea,837544550604.138,48346601240146.15,0.017323752427681638
538,2002,South Korea,902246062108.946,49458013392898.16,0.018242666864547022
539,2003,South Korea,930642372967.514,50988456954053.82,0.018252020723163374
540,2004,South Korea,979011499282.814,53239516497223.04,0.018388812740887286
541,2005,South Korea,1021192627905.49,55353650416971.33,0.018448514600446192
542,2006,South Korea,1074951542999.1,57780047328728.94,0.01860419976611236
543,2007,South Korea,1137293878173.46,60285207816475.87,0.018865222819429994
544,2008,South Korea,1171560370682.24,61557882717691.64,0.0190318496829251
545,2009,South Korea,1180847317902.24,60732455333372.03,0.019443431216807288
546,2010,South Korea,1261201910432.46,63436183446950.984,0.01988142794698786
547,2011,South Korea,1307685622912.81,65517911008592.41,0.01995920814296586
548,2012,South Korea,1339103175287.26,67289476929364.234,0.019900632853677203
549,2013,South Korea,1381481889126.85,69176772533305.99,0.019970314290995855
550,2014,South Korea,1425723208306.54,71309007536300.45,0.01999359207994535
551,2015,South Korea,1465773245547.15,73538145625813.94,0.019932148588645164
552,2016,South Korea,1508967849304.8,75582990729964.86,0.019964383980198473
553,2017,South Korea,1556645736778.48,78135408518116.25,0.019922411187209197
554,2018,South Korea,1601903713673.82,80706893831004.47,0.01984841241726033
555,2019,South Korea,1637850078348.95,82780615837913.9,0.019785429979838433
556,2020,South Korea,1626230918329.23,80173429111037.55,0.0202839137150658
557,2021,South Korea,1693643458139.12,84737960665091.25,0.019986832876860056
558,1960,United Kingdom,781539751882.685,8509615886454.817,0.09184195412706009
559,1961,United Kingdom,802462500630.958,8842199759037.922,0.09075371768328724
560,1962,United Kingdom,811312936981.779,9310481229585.463,0.08713974250908851
561,1963,United Kingdom,850859444952.865,9790702259521.26,0.08690484322770835
562,1964,United Kingdom,897943108490.366,10432203240096.818,0.08607415785757185
563,1965,United Kingdom,917178635134.832,11030164412586.125,0.08315185529675989
564,1966,United Kingdom,931606776041.736,11677006408386.793,0.07978130211289657
565,1967,United Kingdom,957565762616.266,12162266531514.809,0.07873250928476415
566,1968,United Kingdom,1009667714730.69,12969530807906.8,0.0778492090180434
567,1969,United Kingdom,1029094699270.8,13720926265245.146,0.07500183875176693
568,1970,United Kingdom,1099494179036.87,15721452634723.645,0.06993591524796125
569,1971,United Kingdom,1138028343295.67,16389206325984.797,0.06943767261574749
570,1972,United Kingdom,1187210145074.44,17305260564259.117,0.06860400285023201
571,1973,United Kingdom,1264661936633.32,18409282179237.074,0.06869697168636321
572,1974,United Kingdom,1233242624053.89,18745360470339.18,0.06578921893794745
573,1975,United Kingdom,1215068950286.53,18920644358504.438,0.0642192161780358
574,1976,United Kingdom,1250430691746.86,19921299259238.04,0.0627685310819776
575,1977,United Kingdom,1281163158240.77,20800499416368.227,0.061592903737330625
576,1978,United Kingdom,1335026594984.01,21652292209205.65,0.06165751792396431
577,1979,United Kingdom,1385076962841.54,22547605305337.36,0.061429005168618565
578,1980,United Kingdom,1356940956112.01,23402014710452.242,0.05798393740458371
579,1981,United Kingdom,1346251737065.8,23857380399675.453,0.05642915167182873
580,1982,United Kingdom,1373107994676.35,23948885683595.227,0.057334942962165326
581,1983,United Kingdom,1431078641822.13,24572837619215.03,0.05823823296268724
582,1984,United Kingdom,1463551322001.21,25746906924074.73,0.05684377258662909
583,1985,United Kingdom,1524250868906.43,26710420980087.812,0.05706577481660564
584,1986,United Kingdom,1572269961561.86,27622286354207.55,0.056920341111530215
585,1987,United Kingdom,1657058366319.62,28828124472187.57,0.057480616469458345
586,1988,United Kingdom,1752047807086.21,30179081108119.156,0.05805504153056708
587,1989,United Kingdom,1797208638459.24,32500407108040.684,0.0552980346518369
588,1990,United Kingdom,1810395755745.72,34035570922146.652,0.05319128507897927
589,1991,United Kingdom,1790424889823.09,34590690017078.934,0.05176031148667688
590,1992,United Kingdom,1797605961499.99,35359079190278.03,0.050838596554693125
591,1993,United Kingdom,1842363311360.28,35979407329089.234,0.051206049463486725
592,1994,United Kingdom,1913220774275.94,37152453490009.11,0.051496485280317646
593,1995,United Kingdom,1961657209971.38,38569136843817.61,0.05086080142044509
594,1996,United Kingdom,1999081845521.52,39944510926184.84,0.05004647194743999
595,1997,United Kingdom,2086373375047.13,42495979157685.61,0.049095783092923485
596,1998,United Kingdom,2152246177454.06,43711875686072.875,0.04923710418905202
597,1999,United Kingdom,2217116394065.01,45310401018022.46,0.048931731881674136
598,2000,United Kingdom,2307855285267.75,47376894269236.83,0.04871267568010059
599,2001,United Kingdom,2357645605496.07,48346601240146.15,0.04876548805954788
600,2002,United Kingdom,2399393975746.24,49458013392898.16,0.048513755631170934
601,2003,United Kingdom,2474328328787.79,50988456954053.82,0.04852722511327281
602,2004,United Kingdom,2532350622459.43,53239516497223.04,0.04756524456024158
603,2005,United Kingdom,2599922287719.73,55353650416971.33,0.04696930135835447
604,2006,United Kingdom,2656091147154.86,57780047328728.94,0.04596900262202138
605,2007,United Kingdom,2724178993507.05,60285207816475.87,0.04518818284246729
606,2008,United Kingdom,2719974378108.14,61557882717691.64,0.04418563891454999
607,2009,United Kingdom,2597290325456.68,60732455333372.03,0.042766101110183315
608,2010,United Kingdom,2660406373660.76,63436183446950.984,0.04193831074162187
609,2011,United Kingdom,2688809162463.69,65517911008592.41,0.04103929934687728
610,2012,United Kingdom,2727755400457.14,67289476929364.234,0.04053762229895985
611,2013,United Kingdom,2777396821941.01,69176772533305.99,0.04014926860896551
612,2014,United Kingdom,2866265260991.21,71309007536300.45,0.0401949958360045
613,2015,United Kingdom,2934857946213.47,73538145625813.94,0.039909327618172265
614,2016,United Kingdom,2998403672734.88,75582990729964.86,0.03967034968816289
615,2017,United Kingdom,3071671779449.63,78135408518116.25,0.03931216125576973
616,2018,United Kingdom,3124044429026.19,80706893831004.47,0.03870852018624031
617,2019,United Kingdom,3174163743964.48,82780615837913.9,0.038344287631050675
618,2020,United Kingdom,2824026234231.55,80173429111037.55,0.03522396716149395
619,2021,United Kingdom,3036531677286.59,84737960665091.25,0.03583437285312818
620,1960,United States of America,3457188037625.69,8509615886454.817,0.40626840080157667
621,1961,United States of America,3536703362491.07,8842199759037.922,0.39998003425291107
622,1962,United States of America,3752442267603.03,9310481229585.463,0.4030341907225028
623,1963,United States of America,3917549727377.56,9790702259521.26,0.40012959474564985
624,1964,United States of America,4144767611565.47,10432203240096.818,0.39730510575511024
625,1965,United States of America,4410032738705.65,11030164412586.125,0.39981568485720126
626,1966,United States of America,4696684866721.53,11677006408386.793,0.4022165187259145
627,1967,United States of America,4814101988389.57,12162266531514.809,0.3958227667446106
628,1968,United States of America,5045178883832.25,12969530807906.8,0.3890024210248597
629,1969,United States of America,5201579429231.05,13720926265245.146,0.37909827140508395
630,1970,United States of America,5186833406000.0,15721452634723.645,0.329920747561453
631,1971,United States of America,5357654069000.0,16389206325984.797,0.3269013741382665
632,1972,United States of America,5639408133000.0,17305260564259.117,0.3258782560400839
633,1973,United States of America,5957793470000.0,18409282179237.074,0.3236298630220087
634,1974,United States of America,5925588519000.0,18745360470339.18,0.3161096063410501
635,1975,United States of America,5913414038000.0,18920644358504.438,0.31253766658015764
636,1976,United States of America,6232037023000.0,19921299259238.04,0.3128328600409955
637,1977,United States of America,6520215954000.0,20800499416368.227,0.3134643944591611
638,1978,United States of America,6881129791000.0,21652292209205.65,0.31780144681746125
639,1979,United States of America,7098996359000.0,22547605305337.36,0.3148448033778363
640,1980,United States of America,7080769709000.0,23402014710452.242,0.3025709451347988
641,1981,United States of America,7260459769000.0,23857380399675.453,0.3043276188486632
642,1982,United States of America,7129561854000.0,23948885683595.227,0.2976991058454
643,1983,United States of America,7456374792000.0,24572837619215.03,0.3034397128872653
644,1984,United States of America,7995965282000.0,25746906924074.73,0.31056022789764104
645,1985,United States of America,8329369546000.0,26710420980087.812,0.31183969553341784
646,1986,United States of America,8617786125000.0,27622286354207.55,0.31198670575244764
647,1987,United States of America,8915897063000.0,28828124472187.57,0.3092777357611927
648,1988,United States of America,9288319548000.0,30179081108119.156,0.3077734379891752
649,1989,United States of America,9629446844000.0,32500407108040.684,0.29628696071372135
650,1990,United States of America,9811054837000.0,34035570922146.652,0.2882588589285579
651,1991,United States of America,9800432919000.0,34590690017078.934,0.28332574210462697
652,1992,United States of America,10145647340000.0,35359079190278.03,0.2869318877169613
653,1993,United States of America,10424833341000.0,35979407329089.234,0.28974444313793785
654,1994,United States of America,10844828324000.0,37152453490009.11,0.29190073077990253
655,1995,United States of America,11135927079000.0,38569136843817.61,0.28872637529053286
656,1996,United States of America,11556037222000.0,39944510926184.84,0.28930225840929413
657,1997,United States of America,12069954414000.0,42495979157685.61,0.2840257985164483
658,1998,United States of America,12610856679000.0,43711875686072.875,0.28849955489368234
659,1999,United States of America,13215484082000.0,45310401018022.46,0.29166557313724656
660,2000,United States of America,13754300444000.0,47376894269236.83,0.2903166333748276
661,2001,United States of America,13885563060000.0,48346601240146.15,0.2872086703888024
662,2002,United States of America,14121054284000.0,49458013392898.16,0.2855160026712211
663,2003,United States of America,14515908489000.0,50988456954053.82,0.28469009176097293
664,2004,United States of America,15075141499000.0,53239516497223.04,0.28315699485712487
665,2005,United States of America,15600241891000.0,55353650416971.33,0.28182860160956963
666,2006,United States of America,16034367080000.0,57780047328728.94,0.27750699110326826
667,2007,United States of America,16356739241000.0,60285207816475.87,0.27132259858495045
668,2008,United States of America,16376725286000.0,61557882717691.64,0.2660378259126407
669,2009,United States of America,15950948713000.0,60732455333372.03,0.26264290856416395
670,2010,United States of America,16383037055000.0,63436183446950.984,0.25826013112375285
671,2011,United States of America,16636956919000.0,65517911008592.41,0.2539299050120528
672,2012,United States of America,17016393933000.0,67289476929364.234,0.25288343303459787
673,2013,United States of America,17329814706000.0,69176772533305.99,0.250514935452595
674,2014,United States of America,17726282036000.0,71309007536300.45,0.24858405197935599
675,2015,United States of America,18206020741000.0,73538145625813.94,0.24757247529245802
676,2016,United States of America,18509601053000.0,75582990729964.86,0.24489109089542646
677,2017,United States of America,18924571726000.0,78135408518116.25,0.2422022497215485
678,2018,United States of America,19481973191000.0,80706893831004.47,0.24139168621449014
679,2019,United States of America,19928975197000.0,82780615837913.9,0.24074446650676445
680,2020,United States of America,19377380521000.0,80173429111037.55,0.24169329833906653
681,2021,United States of America,20529459727000.0,84737960665091.25,0.2422699291541641
