,Year,Original Name,value,Global GDP,percentage
40,2000,Brazil,1186420527155.95,47376894269236.83,0.025042176053450736
41,2001,Brazil,1202910543363.1,48346601240146.15,0.024880974308577143
42,2002,Brazil,1239640958003.7,49458013392898.16,0.025064511753755646
43,2003,Brazil,1253783141526.78,50988456954053.82,0.024589548623849822
44,2004,Brazil,1326000607099.75,53239516497223.04,0.024906323241476354
45,2005,Brazil,1368460897672.78,55353650416971.33,0.024722143659259236
46,2006,Brazil,1422679163956.12,57780047328728.94,0.024622326040372535
47,2007,Brazil,1509033948357.92,60285207816475.87,0.025031579105637636
48,2008,Brazil,1585907087042.63,61557882717691.64,0.02576285955635772
49,2009,Brazil,1583911825584.01,60732455333372.03,0.02608015462061621
50,2010,Brazil,1703152284574.41,63436183446950.984,0.02684827793902016
51,2011,Brazil,1770842762050.66,65517911008592.41,0.02702837643615379
52,2012,Brazil,1804863767940.85,67289476929364.234,0.026822377737242175
53,2013,Brazil,1859096723592.52,69176772533305.99,0.026874580231354903
54,2014,Brazil,1868465748247.72,71309007536300.45,0.026202380495851968
55,2015,Brazil,1802214373741.32,73538145625813.94,0.02450720450460601
56,2016,Brazil,1743175328356.73,75582990729964.86,0.023063063680353265
57,2017,Brazil,1766235255333.29,78135408518116.25,0.022604799652692364
58,2018,Brazil,1797739006514.93,80706893831004.47,0.022274912602624635
59,2019,Brazil,1819685405632.83,82780615837913.9,0.02198202305230261
60,2020,Brazil,1749105698451.8,80173429111037.55,0.021816525971832222
61,2021,Brazil,1829904265254.51,84737960665091.25,0.021594858442331614
62,1960,China,158907168210.357,8509615886454.817,0.018673835614989098
63,1961,China,115573183433.159,8842199759037.922,0.013070637011454937
64,1962,China,109124199808.912,9310481229585.463,0.011720575673591752
65,1963,China,120363992385.387,9790702259521.26,0.012293703678746378
66,1964,China,142246166193.496,10432203240096.818,0.013635294761778036
67,1965,China,166356891368.928,11030164412586.125,0.015081995620945064
68,1966,China,184073900297.069,11677006408386.793,0.015763792007929475
69,1967,China,173452836242.473,12162266531514.809,0.014261555261350572
70,1968,China,166341269979.928,12969530807906.8,0.012825542607795727
71,1969,China,194519481107.989,13720926265245.146,0.014176847637517248
72,1970,China,232061740955.439,15721452634723.645,0.014760833260591268
73,1971,China,248445299863.509,16389206325984.797,0.015159080612073531
74,1972,China,257911065788.84,17305260564259.117,0.0149036222154036
75,1973,China,277924964496.186,18409282179237.074,0.015097001707630073
76,1974,China,284345031184.263,18745360470339.18,0.015168821727071223
77,1975,China,309139917896.427,18920644358504.438,0.016338762678421943
78,1976,China,304286421180.249,19921299259238.04,0.015274426492998105
79,1977,China,327320903267.764,20800499416368.227,0.015736204055282935
80,1978,China,364393196721.71,21652292209205.65,0.01682931272130095
81,1979,China,392055467396.687,22547605305337.36,0.01738789827511667
82,1980,China,422769661255.457,23402014710452.242,0.018065524122016372
83,1981,China,444384863998.942,23857380399675.453,0.01862672500309327
84,1982,China,484455553401.509,23948885683595.227,0.020228730463787578
85,1983,China,536632397557.183,24572837619215.03,0.0218384382737123
86,1984,China,618155123011.759,25746906924074.73,0.024008908131553118
87,1985,China,701177544159.34,26710420980087.812,0.026251085472672128
88,1986,China,763932666262.02,27622286354207.55,0.027656387905979924
89,1987,China,852987565219.692,28828124472187.57,0.02958872909136446
90,1988,China,948714904915.565,30179081108119.156,0.03143617598947801
91,1989,China,988621025896.57,32500407108040.684,0.030418727451939596
92,1990,China,1027377455186.3,34035570922146.652,0.03018540389806696
93,1991,China,1122541231141.84,34590690017078.934,0.03245212022621094
94,1992,China,1282217440753.01,35359079190278.03,0.03626274976938753
95,1993,China,1460237039290.75,35979407329089.234,0.04058535556004429
96,1994,China,1650605318482.01,37152453490009.11,0.04442789542623031
97,1995,China,1831411871435.46,38569136843817.61,0.04748386978043103
98,1996,China,2013134753757.7,39944510926184.84,0.05039828269465752
99,1997,China,2199083579885.44,42495979157685.61,0.05174803883740433
100,1998,China,2371622617326.55,43711875686072.875,0.05425579616758878
101,1999,China,2553328077171.96,45310401018022.46,0.05635191964327042
102,2000,China,2770108015885.86,47376894269236.83,0.058469599128716424
103,2001,China,3001016837148.73,48346601240146.15,0.06207296397614688
104,2002,China,3275118634996.31,49458013392898.16,0.06622018173230135
105,2003,China,3603876041860.81,50988456954053.82,0.07068023347143643
106,2004,China,3968358419663.33,53239516497223.04,0.07453783731995986
107,2005,China,4420536663136.43,55353650416971.33,0.07985989415037931
108,2006,China,4982871172216.7,57780047328728.94,0.08623861354539175
109,2007,China,5691976639219.75,60285207816475.87,0.09441746732544463
110,2008,China,6241291028834.91,61557882717691.64,0.10138898144788162
111,2009,China,6827892848566.12,60732455333372.03,0.11242576660348266
112,2010,China,7554098728364.74,63436183446950.984,0.1190818601923288
113,2011,China,8275578020536.57,65517911008592.41,0.12631016302475306
114,2012,China,8926347665673.95,67289476929364.234,0.13265592293196457
115,2013,China,9619581223626.48,69176772533305.99,0.13905796514277993
116,2014,China,10333908590021.3,71309007536300.45,0.14491729652471655
117,2015,China,11061553079876.4,73538145625813.94,0.1504192550103342
118,2016,China,11819132546490.1,75582990729964.86,0.15637291449231325
119,2017,China,12640231416521.9,78135408518116.25,0.16177340921678515
120,2018,China,13493418449047.0,80706893831004.47,0.16719040726931494
121,2019,China,14296344415554.0,82780615837913.9,0.1727015953051923
122,2020,China,14616539906901.3,80173429111037.55,0.18231152227077474
123,2021,China,15801910975837.0,84737960665091.25,0.18647971761192944
124,1960,France,521063228394.417,8509615886454.817,0.06123228537539743
125,1961,France,547012759973.19,8842199759037.922,0.06186387718893922
126,1962,France,584447414017.366,9310481229585.463,0.06277306184348408
127,1963,France,620879995295.485,9790702259521.26,0.06341526673346559
128,1964,France,662181550405.328,10432203240096.818,0.0634747555396728
129,1965,France,694373557438.493,11030164412586.125,0.06295224000887678
130,1966,France,730840925163.32,11677006408386.793,0.06258803837243825
131,1967,France,766806695424.451,12162266531514.809,0.06304800946743809
132,1968,France,801246352672.883,12969530807906.8,0.061779131761991554
133,1969,France,858210764567.69,13720926265245.146,0.0625475822825112
134,1970,France,910636112294.556,15721452634723.645,0.05792315337854042
135,1971,France,959052047239.664,16389206325984.797,0.0585172965770224
136,1972,France,1002318472123.85,17305260564259.117,0.05791987172929123
137,1973,France,1065911376205.15,18409282179237.074,0.057900757119543705
138,1974,France,1111755362632.65,18745360470339.18,0.05930829467866369
139,1975,France,1101083792491.43,18920644358504.438,0.058194835843236786
140,1976,France,1149055358647.74,19921299259238.04,0.05767973984502503
141,1977,France,1188862221373.28,20800499416368.227,0.05715546524030795
142,1978,France,1236161624649.22,21652292209205.65,0.05709149002356692
143,1979,France,1280045228283.46,22547605305337.36,0.0567707839014041
144,1980,France,1300253881649.64,23402014710452.242,0.05556162141325791
145,1981,France,1314153853595.82,23857380399675.453,0.055083744802664814
146,1982,France,1347078619777.78,23948885683595.227,0.056248070894610216
147,1983,France,1363794045035.68,24572837619215.03,0.05550006336953305
148,1984,France,1384438090121.85,25746906924074.73,0.05377104497268084
149,1985,France,1406904493488.19,26710420980087.812,0.05267249417510172
150,1986,France,1439787739478.76,27622286354207.55,0.052124133426755426
151,1987,France,1476673666392.57,28828124472187.57,0.051223369311354836
152,1988,France,1546714398124.5,30179081108119.156,0.05125120915985687
153,1989,France,1613901522615.43,32500407108040.684,0.04965788635355729
154,1990,France,1661090955411.7,34035570922146.652,0.04880455683294686
155,1991,France,1678502109603.77,34590690017078.934,0.04852467842575619
156,1992,France,1705347110174.84,35359079190278.03,0.04822939819778239
157,1993,France,1694626166709.98,35979407329089.234,0.04709989109075402
158,1994,France,1734591250411.78,37152453490009.11,0.046688471082488255
159,1995,France,1771133801947.67,38569136843817.61,0.04592101215849666
160,1996,France,1796159810500.7,39944510926184.84,0.04496637382342469
161,1997,France,1838123429815.53,42495979157685.61,0.04325405523649633
162,1998,France,1904087419529.25,43711875686072.875,0.04355995686856135
163,1999,France,1969233367607.74,45310401018022.46,0.04346095649924764
164,2000,France,2046499571261.18,47376894269236.83,0.04319615295234814
165,2001,France,2087096421588.52,48346601240146.15,0.043169454895527024
166,2002,France,2110796058518.4,49458013392898.16,0.042678545168203144
167,2003,France,2128171303325.76,50988456954053.82,0.041738295890057536
168,2004,France,2188393293109.35,53239516497223.04,0.041104680077691844
169,2005,France,2224791087607.91,55353650416971.33,0.040192310188196606
170,2006,France,2279283420792.28,57780047328728.94,0.03944758660069481
171,2007,France,2334550031985.42,60285207816475.87,0.03872508889896189
172,2008,France,2340501872979.04,61557882717691.64,0.038021156180967595
173,2009,France,2273251909006.52,60732455333372.03,0.037430594507141306
174,2010,France,2317567536989.14,63436183446950.984,0.03653384253368938
175,2011,France,2368384855035.17,65517911008592.41,0.03614866253480771
176,2012,France,2375801091055.54,67289476929364.234,0.035307171336009774
177,2013,France,2389493466482.81,69176772533305.99,0.03454184661957682
178,2014,France,2412341398046.84,71309007536300.45,0.033829406429739146
179,2015,France,2439188643162.5,73538145625813.94,0.03316902571318411
180,2016,France,2465909086487.94,75582990729964.86,0.032625185411065384
181,2017,France,2522413420333.78,78135408518116.25,0.032282590801953004
182,2018,France,2569458097202.24,80706893831004.47,0.03183690977604138
183,2019,France,2616812485718.01,82780615837913.9,0.031611416020892874
184,2020,France,2413104454442.24,80173429111037.55,0.030098556107662183
185,2021,France,2577595870536.12,84737960665091.25,0.030418431719445305
186,1960,Germany,0.0,8509615886454.817,0.0
187,1961,Germany,0.0,8842199759037.922,0.0
188,1962,Germany,0.0,9310481229585.463,0.0
189,1963,Germany,0.0,9790702259521.26,0.0
190,1964,Germany,0.0,10432203240096.818,0.0
191,1965,Germany,0.0,11030164412586.125,0.0
192,1966,Germany,0.0,11677006408386.793,0.0
193,1967,Germany,0.0,12162266531514.809,0.0
194,1968,Germany,0.0,12969530807906.8,0.0
195,1969,Germany,0.0,13720926265245.146,0.0
196,1970,Germany,1398784449060.79,15721452634723.645,0.0889729773425214
197,1971,Germany,1442604165833.27,16389206325984.797,0.08802160013972407
198,1972,Germany,1504641069065.52,17305260564259.117,0.08694703344560346
199,1973,Germany,1576525098914.39,18409282179237.074,0.08563751066255453
200,1974,Germany,1590557256007.34,18745360470339.18,0.0848507159157639
201,1975,Germany,1576771277634.57,18920644358504.438,0.08333602427899577
202,1976,Germany,1654809762173.58,19921299259238.04,0.08306736125186215
203,1977,Germany,1710199854384.86,20800499416368.227,0.08221917273001042
204,1978,Germany,1761651094839.98,21652292209205.65,0.08136095143270788
205,1979,Germany,1834766016070.68,22547605305337.36,0.0813729880057978
206,1980,Germany,1860614725103.57,23402014710452.242,0.07950660437250934
207,1981,Germany,1870461852829.7,23857380399675.453,0.07840181199672472
208,1982,Germany,1863076506757.72,23948885683595.227,0.07779387030244629
209,1983,Germany,1892371711215.94,24572837619215.03,0.07701071160524728
210,1984,Germany,1945792376994.39,25746906924074.73,0.07557383039183516
211,1985,Germany,1991089163868.88,26710420980087.812,0.0745435336026042
212,1986,Germany,2036632127244.51,27622286354207.55,0.0737314826560069
213,1987,Germany,2065188797761.24,28828124472187.57,0.0716379867082115
214,1988,Germany,2141750213307.76,30179081108119.156,0.07096803927312284
215,1989,Germany,2225204617485.91,32500407108040.684,0.06846697673935871
216,1990,Germany,2342139255489.1,34035570922146.652,0.06881445476106558
217,1991,Germany,2461781853866.62,34590690017078.934,0.07116891431339274
218,1992,Germany,2509123803633.37,35359079190278.03,0.07096123148826944
219,1993,Germany,2484613432320.15,35979407329089.234,0.06905654141532643
220,1994,Germany,2544042703990.73,37152453490009.11,0.06847576579767105
221,1995,Germany,2583326450250.06,38569136843817.61,0.06697910976621067
222,1996,Germany,2604143486148.1,39944510926184.84,0.06519402605680684
223,1997,Germany,2650813925428.06,42495979157685.61,0.06237799382364972
224,1998,Germany,2704199536146.72,43711875686072.875,0.061864184359590645
225,1999,Germany,2755234843518.92,45310401018022.46,0.06080799952361954
226,2000,Germany,2835481139992.39,47376894269236.83,0.05984945158875788
227,2001,Germany,2883158861645.24,48346601240146.15,0.05963519229250632
228,2002,Germany,2877450961484.29,49458013392898.16,0.05817967128249985
229,2003,Germany,2857305447168.18,50988456954053.82,0.056038280384576554
230,2004,Germany,2890881304361.69,53239516497223.04,0.05429954091548667
231,2005,Germany,2912034089955.56,55353650416971.33,0.0526078057728734
232,2006,Germany,3023170179485.12,57780047328728.94,0.0523220440143524
233,2007,Germany,3113153483420.82,60285207816475.87,0.05164042053065626
234,2008,Germany,3143035994104.02,61557882717691.64,0.05105822122762381
235,2009,Germany,2964076668605.51,60732455333372.03,0.04880548056776443
236,2010,Germany,3087971590525.68,63436183446950.984,0.0486783949275262
237,2011,Germany,3209180426118.17,65517911008592.41,0.04898172693108758
238,2012,Germany,3222610768995.58,67289476929364.234,0.047891749439194636
239,2013,Germany,3236712633454.9,69176772533305.99,0.04678900901160929
240,2014,Germany,3308229204839.04,71309007536300.45,0.04639286562998311
241,2015,Germany,3357585719351.56,73538145625813.94,0.04565774253318884
242,2016,Germany,3432459876455.05,75582990729964.86,0.04541312593356076
243,2017,Germany,3524457734041.38,78135408518116.25,0.04510704942720315
244,2018,Germany,3559040862512.65,80706893831004.47,0.044098350135554396
245,2019,Germany,3596645827007.44,82780615837913.9,0.04344792305060576
246,2020,Germany,3463685430302.1,80173429111037.55,0.04320241093224303
247,2021,Germany,3554676005515.55,84737960665091.25,0.04194903886777084
248,1960,India,136368084184.196,8509615886454.817,0.01602517504947079
249,1961,India,141444716855.709,8842199759037.922,0.015996552974403618
250,1962,India,145590642181.843,9310481229585.463,0.015637284324166476
251,1963,India,154317859590.471,9790702259521.26,0.015761674239495947
252,1964,India,165819092695.861,10432203240096.818,0.015894925441878382
253,1965,India,161448482613.567,11030164412586.125,0.014636996927203
254,1966,India,161359155153.22,11677006408386.793,0.013818537860639246
255,1967,India,173987062982.359,12162266531514.809,0.014305480194133597
256,1968,India,179881621452.198,12969530807906.8,0.013869555045316997
257,1969,India,191645340388.663,13720926265245.146,0.013967376304185607
258,1970,India,201528930873.125,15721452634723.645,0.012818722007151697
259,1971,India,204839910893.408,16389206325984.797,0.01249846434409932
260,1972,India,203706528992.569,17305260564259.117,0.011771364449333284
261,1973,India,210419720708.316,18409282179237.074,0.011430088292396218
262,1974,India,212913901944.846,18745360470339.18,0.011358218599303017
263,1975,India,232395336642.008,18920644358504.438,0.012282633309871982
264,1976,India,236260311940.546,19921299259238.04,0.011859683892404044
265,1977,India,253400441385.771,20800499416368.227,0.012182421023332083
266,1978,India,267876022912.823,21652292209205.65,0.012371716598159216
267,1979,India,253844187411.203,22547605305337.36,0.011258144001266256
268,1980,India,270942678836.504,23402014710452.242,0.011577750129158348
269,1981,India,287216047837.204,23857380399675.453,0.012038876147571976
270,1982,India,297198911481.634,23948885683595.227,0.012409717738358599
271,1983,India,318861421848.581,24572837619215.03,0.012976174212751213
272,1984,India,331044280901.668,25746906924074.73,0.012857633030557312
273,1985,India,348438337981.247,26710420980087.812,0.013045033556041747
274,1986,India,365081718782.49,27622286354207.55,0.013216926148000747
275,1987,India,379558507289.919,28828124472187.57,0.013166257404504571
276,1988,India,416101576411.3,30179081108119.156,0.013787748371813584
277,1989,India,440848565769.567,32500407108040.684,0.013564401341314274
278,1990,India,465242720840.362,34035570922146.652,0.013669308556761496
279,1991,India,470159552155.668,34590690017078.934,0.01359208364804315
280,1992,India,495935560738.554,35359079190278.03,0.014025692186998787
281,1993,India,519496349422.92,35979407329089.234,0.014438713363766524
282,1994,India,554089216863.597,37152453490009.11,0.014913933396420253
283,1995,India,596058659383.044,38569136843817.61,0.01545429086984062
284,1996,India,641058240489.184,39944510926184.84,0.016048719226374374
285,1997,India,667019950767.341,42495979157685.61,0.015696072051718028
286,1998,India,708271238131.198,43711875686072.875,0.016203176528452237
287,1999,India,770923180565.542,45310401018022.46,0.017014265229277115
288,2000,India,800534271756.884,47376894269236.83,0.016897145414546386
289,2001,India,839151774957.445,48346601240146.15,0.017356996219635566
290,2002,India,871072901385.714,49458013392898.16,0.017612371416252524
291,2003,India,939542554364.62,50988456954053.82,0.01842657359118066
292,2004,India,1013981915397.82,53239516497223.04,0.01904566348664547
293,2005,India,1094324068978.9,55353650416971.33,0.01976968204870879
294,2006,India,1182534605661.62,57780047328728.94,0.02046614117385206
295,2007,India,1273126394881.57,60285207816475.87,0.02111838776034917
296,2008,India,1312423962607.78,61557882717691.64,0.02132016087406124
297,2009,India,1415605275566.11,60732455333372.03,0.02330887608273999
298,2010,India,1535897532897.39,63436183446950.984,0.024211695115324783
299,2011,India,1616398760695.38,65517911008592.41,0.02467109735051528
300,2012,India,1704595760877.17,67289476929364.234,0.02533227836897194
301,2013,India,1813453059872.84,69176772533305.99,0.026214768244640658
302,2014,India,1947834059120.86,71309007536300.45,0.027315399925167922
303,2015,India,2103587813812.75,73538145625813.94,0.02860539650423728
304,2016,India,2277266450219.57,75582990729964.86,0.030129350905887718
305,2017,India,2432015436983.77,78135408518116.25,0.03112565075307554
306,2018,India,2588974097973.61,80706893831004.47,0.03207872308150987
307,2019,India,2685747840248.32,82780615837913.9,0.03244416356489867
308,2020,India,2508593750079.03,80173429111037.55,0.031289590303100426
309,2021,India,2726370511450.72,84737960665091.25,0.03217413411949008
310,1960,Italy,486316973419.168,8509615886454.817,0.057149109890290484
311,1961,Italy,526230203348.461,8842199759037.922,0.059513494117861644
312,1962,Italy,558875685767.946,9310481229585.463,0.060026509047892605
313,1963,Italy,590227091475.817,9790702259521.26,0.06028444904468759
314,1964,Italy,606739888265.99,10432203240096.818,0.058160282569452604
315,1965,Italy,626568291731.05,11030164412586.125,0.05680498207407456
316,1966,Italy,664067114671.487,11677006408386.793,0.056869636912636544
317,1967,Italy,711737919344.99,12162266531514.809,0.058520171178681045
318,1968,Italy,758317996474.787,12969530807906.8,0.05846919273382525
319,1969,Italy,804560682857.145,13720926265245.146,0.058637490450996914
320,1970,Italy,846950515068.323,15721452634723.645,0.05387228106375368
321,1971,Italy,862348989577.022,16389206325984.797,0.05261688531004597
322,1972,Italy,894173856797.556,17305260564259.117,0.05167063815521566
323,1973,Italy,957891454594.579,18409282179237.074,0.05203306925649376
324,1974,Italy,1010576836194.79,18745360470339.18,0.053910771030187855
325,1975,Italy,989454133933.442,18920644358504.438,0.05229494911407195
326,1976,Italy,1059956551731.36,19921299259238.04,0.05320719988882401
327,1977,Italy,1087096748192.61,20800499416368.227,0.05226301188408761
328,1978,Italy,1122320202071.85,21652292209205.65,0.05183378236483833
329,1979,Italy,1189201052186.41,22547605305337.36,0.05274178947530663
330,1980,Italy,1229990843476.89,23402014710452.242,0.05255918598015104
331,1981,Italy,1240374765744.15,23857380399675.453,0.051991238977814325
332,1982,Italy,1245504778335.04,23948885683595.227,0.052006794587031654
333,1983,Italy,1260067263727.99,24572837619215.03,0.051278866659773346
334,1984,Italy,1300715172729.04,25746906924074.73,0.05051927893959185
335,1985,Italy,1337110298849.1,26710420980087.812,0.050059499243605865
336,1986,Italy,1375351277184.77,27622286354207.55,0.04979136265363024
337,1987,Italy,1419251948455.8,28828124472187.57,0.04923150480445052
338,1988,Italy,1478780730118.51,30179081108119.156,0.04900019072219763
339,1989,Italy,1528887491700.11,32500407108040.684,0.04704210278405588
340,1990,Italy,1559247756414.99,34035570922146.652,0.045812299137911655
341,1991,Italy,1583235965443.08,34590690017078.934,0.04577058060019524
342,1992,Italy,1596444514474.62,35359079190278.03,0.04514949345495292
343,1993,Italy,1582829943638.81,35979407329089.234,0.04399266305754562
344,1994,Italy,1616876989876.23,37152453490009.11,0.04352005959205451
345,1995,Italy,1663553589171.76,38569136843817.61,0.043131729805314975
346,1996,Italy,1684627233211.13,39944510926184.84,0.042174185993270115
347,1997,Italy,1715459486928.71,42495979157685.61,0.0403675717310413
348,1998,Italy,1746519856496.6,43711875686072.875,0.03995527140129249
349,1999,Italy,1774913511831.87,45310401018022.46,0.039172319643030494
350,2000,Italy,1842128690356.25,47376894269236.83,0.03888242821253053
351,2001,Italy,1878075465645.74,48346601240146.15,0.03884607019875101
352,2002,Italy,1882844706806.09,49458013392898.16,0.03806955794703339
353,2003,Italy,1885454835881.29,50988456954053.82,0.03697807206796415
354,2004,Italy,1912296060780.0,53239516497223.04,0.035918734552740444
355,2005,Italy,1927935754486.25,55353650416971.33,0.03482942389460097
356,2006,Italy,1962458137126.76,57780047328728.94,0.033964287463485725
357,2007,Italy,1991641321835.0,60285207816475.87,0.033036981939219376
358,2008,Italy,1972481476580.66,61557882717691.64,0.03204271150173545
359,2009,Italy,1868315968357.23,60732455333372.03,0.030763056723158766
360,2010,Italy,1900325748105.62,63436183446950.984,0.029956495565260206
361,2011,Italy,1913767385824.26,65517911008592.41,0.029209835239912902
362,2012,Italy,1856719783429.57,67289476929364.234,0.027593018524703708
363,2013,Italy,1822536356977.15,69176772533305.99,0.02634607383713468
364,2014,Italy,1822453476364.22,71309007536300.45,0.025557128605898555
365,2015,Italy,1836637711060.55,73538145625813.94,0.024975306290778144
366,2016,Italy,1860393935366.87,75582990729964.86,0.02461392328352677
367,2017,Italy,1891422683817.38,78135408518116.25,0.024206985279648728
368,2018,Italy,1908933681964.96,80706893831004.47,0.023652671926169724
369,2019,Italy,1918157617381.17,82780615837913.9,0.023171579456922147
370,2020,Italy,1744757062415.98,80173429111037.55,0.021762285607112415
371,2021,Italy,1862306180833.87,84737960665091.25,0.02197723624945659
372,1960,Japan,583595171244.776,8509615886454.817,0.0685806714464884
373,1961,Japan,653880668169.039,8842199759037.922,0.07394999954628763
374,1962,Japan,712134720319.541,9310481229585.463,0.07648742344881435
375,1963,Japan,772478469803.128,9790702259521.26,0.0788991891824622
376,1964,Japan,862678526602.038,10432203240096.818,0.08269379983762967
377,1965,Japan,912883896733.228,11030164412586.125,0.08276249225184432
378,1966,Japan,1010001612050.88,11677006408386.793,0.08649490945945401
379,1967,Japan,1121931428180.05,12162266531514.809,0.09224690359094717
380,1968,Japan,1266463886949.18,12969530807906.8,0.09764916755331561
381,1969,Japan,1424491914826.9,13720926265245.146,0.1038189322855784
382,1970,Japan,1459462598519.1,15721452634723.645,0.09283255386309631
383,1971,Japan,1528042629884.47,16389206325984.797,0.09323469358377565
384,1972,Japan,1656605218629.04,17305260564259.117,0.09572841810024278
385,1973,Japan,1789673689005.66,18409282179237.074,0.09721583229487052
386,1974,Japan,1767745894180.58,18745360470339.18,0.09430311553505134
387,1975,Japan,1822397100505.04,18920644358504.438,0.09631791951556398
388,1976,Japan,1894837095328.83,19921299259238.04,0.09511614030144863
389,1977,Japan,1978026847421.9,20800499416368.227,0.09509516131450962
390,1978,Japan,2082307265729.79,21652292209205.65,0.0961702920693302
391,1979,Japan,2196501867263.32,22547605305337.36,0.09741619287363412
392,1980,Japan,2258390310750.45,23402014710452.242,0.096504097561385
393,1981,Japan,2354611841488.41,23857380399675.453,0.09869532203629705
394,1982,Japan,2431837052482.32,23948885683595.227,0.1015428059831655
395,1983,Japan,2520117566440.9,24572837619215.03,0.10255704308525862
396,1984,Japan,2631276932026.82,25746906924074.73,0.10219778786578965
397,1985,Japan,2767045767160.42,26710420980087.812,0.10359424021145934
398,1986,Japan,2858193572214.44,27622286354207.55,0.10347418514032844
399,1987,Japan,2991067029860.23,28828124472187.57,0.10375517258314579
400,1988,Japan,3190321043519.37,30179081108119.156,0.1057129947757445
401,1989,Japan,3347469412110.95,32500407108040.684,0.10299776864280502
402,1990,Japan,3509518031571.16,34035570922146.652,0.10311324113231041
403,1991,Japan,3633170889061.82,34590690017078.934,0.10503320076205375
404,1992,Japan,3665890719855.77,35359079190278.03,0.1036760799151044
405,1993,Japan,3649056226897.65,35979407329089.234,0.10142068749274254
406,1994,Japan,3688589488080.59,37152453490009.11,0.09928252757445778
407,1995,Japan,3785636263364.36,38569136843817.61,0.09815195706074438
408,1996,Japan,3904273220115.03,39944510926184.84,0.0977424214137933
409,1997,Japan,3942583070731.74,42495979157685.61,0.09277543779147643
410,1998,Japan,3892499235707.73,43711875686072.875,0.08904900955663925
411,1999,Japan,3879501014654.61,45310401018022.46,0.0856205402620806
412,2000,Japan,3986755544464.21,47376894269236.83,0.08414978664088846
413,2001,Japan,4002148544213.45,48346601240146.15,0.08278034942588969
414,2002,Japan,4003827945768.8,49458013392898.16,0.08095407945244568
415,2003,Japan,4065291729511.6,50988456954053.82,0.07972964808828933
416,2004,Japan,4154163710034.48,53239516497223.04,0.0780278256330739
417,2005,Japan,4229100705435.47,55353650416971.33,0.07640147801596181
418,2006,Japan,4287138774363.71,57780047328728.94,0.07419756425557812
419,2007,Japan,4350758602409.6,60285207816475.87,0.0721695878639825
420,2008,Japan,4297492743392.06,61557882717691.64,0.06981222474951965
421,2009,Japan,4052826324007.5,60732455333372.03,0.0667324629271246
422,2010,Japan,4218907820177.17,63436183446950.984,0.06650633110211092
423,2011,Japan,4219912322037.65,65517911008592.41,0.0644085297756857
424,2012,Japan,4277925608850.6,67289476929364.234,0.06357495709680232
425,2013,Japan,4363702302795.86,69176772533305.99,0.06308045523076265
